"store","upc","week","move","price","sale","profit","brand","packsize","itemsize","units"
86,"1820000016",91,23,3.49,"",19.05,"BUDWEISER BEER","6","12","oz"
86,"1820000784",91,9,3.79,"",28.23,"O'DOUL'S N/A LONGNEC","6","12","oz"
86,"1820000834",91,9,3.69,"",22.03,"BUDWEISER BEER LONG","6","12","oz"
86,"1820000987",91,78,3.29,"B",5.78,"MICHELOB REGULAR BEE","6","12","oz"
86,"3410000354",91,35,3.69,"",22.98,"MILLER LITE BEER","6","12","oz"
86,"3410000554",91,12,3.69,"",22.98,"MILLER GENUINE DRAFT","6","12","oz"
86,"3410001505",91,10,3.69,"",20.95,"MILLER HIGH LIFE LNN","6","12","oz"
86,"3410010505",91,13,3.79,"",23.96,"MILLER SHARP'S N/A L","6","12","oz"
86,"3410015505",91,28,3.69,"",22.36,"MILLER GEN DRFT LT L","6","12","oz"
86,"3410017505",91,56,3.69,"",20.95,"MILLER GEN DRFT LNNR","6","12","oz"
86,"3410017525",91,3,3.69,"",22.98,"MILLER GENUINE DRAFT","6","12","oz"
86,"3410021505",91,13,3.99,"",21.68,"LOWENBRAU BEER NR BT","6","12","oz"
86,"3410057505",91,45,3.69,"",20.95,"MILLER LITE LONGNECK","6","12","oz"
86,"3410057525",91,2,3.69,"",22.98,"MILLER LITE BEER N.R","6","12","oz"
86,"7289000011",91,23,6.19,"",15.96,"HEINEKEN BEER N.R.BT","6","12","oz"
86,"7336011751",91,45,3.49,"",19.71,"OLD STYLE BEER","6","12","oz"
86,"8066095605",91,13,5.79,"",14.94,"CORONA EXTRA BEER NR","6","12","oz"
86,"8248812345",91,26,4.99,"B",4.25,"BECK'S REG BEER NR B","6","12","oz"
86,"8417330130",91,5,3.99,"",18.55,"BERGHOFF REGULAR BEE","6","12","oz"
86,"1820000016",92,46,3.49,"",19.05,"BUDWEISER BEER","6","12","oz"
86,"1820000784",92,7,3.79,"",28.23,"O'DOUL'S N/A LONGNEC","6","12","oz"
86,"1820000834",92,13,3.69,"",22.03,"BUDWEISER BEER LONG","6","12","oz"
86,"1820000987",92,23,3.99,"",22.31,"MICHELOB REGULAR BEE","6","12","oz"
86,"3410000354",92,44,3.69,"",22.98,"MILLER LITE BEER","6","12","oz"
86,"3410000554",92,22,3.69,"",22.98,"MILLER GENUINE DRAFT","6","12","oz"
86,"3410001505",92,10,3.69,"",20.95,"MILLER HIGH LIFE LNN","6","12","oz"
86,"3410010505",92,19,3.79,"",23.96,"MILLER SHARP'S N/A L","6","12","oz"
86,"3410015505",92,1,3.69,"",22.36,"MILLER GEN DRFT LT L","6","12","oz"
86,"3410017505",92,29,3.69,"",20.95,"MILLER GEN DRFT LNNR","6","12","oz"
86,"3410017525",92,95,2.99,"B",4.95,"MILLER GENUINE DRAFT","6","12","oz"
86,"3410021505",92,21,3.99,"",21.68,"LOWENBRAU BEER NR BT","6","12","oz"
86,"3410057505",92,36,3.69,"",20.95,"MILLER LITE LONGNECK","6","12","oz"
86,"3410057525",92,65,2.99,"B",4.95,"MILLER LITE BEER N.R","6","12","oz"
86,"7289000011",92,19,6.19,"",15.96,"HEINEKEN BEER N.R.BT","6","12","oz"
86,"7336011751",92,59,3.49,"",19.71,"OLD STYLE BEER","6","12","oz"
86,"8066095605",92,24,5.79,"",14.94,"CORONA EXTRA BEER NR","6","12","oz"
86,"8248812345",92,12,6.19,"",15.96,"BECK'S REG BEER NR B","6","12","oz"
86,"8417330130",92,7,3.99,"",18.55,"BERGHOFF REGULAR BEE","6","12","oz"
86,"1820000016",93,47,3.49,"",19.05,"BUDWEISER BEER","6","12","oz"
86,"1820000784",93,12,3.79,"",28.23,"O'DOUL'S N/A LONGNEC","6","12","oz"
86,"1820000834",93,26,3.69,"",22.03,"BUDWEISER BEER LONG","6","12","oz"
86,"1820000987",93,13,3.99,"",22.31,"MICHELOB REGULAR BEE","6","12","oz"
86,"3410000354",93,41,3.69,"",22.98,"MILLER LITE BEER","6","12","oz"
86,"3410000554",93,21,3.69,"",22.98,"MILLER GENUINE DRAFT","6","12","oz"
86,"3410001505",93,9,3.69,"",20.95,"MILLER HIGH LIFE LNN","6","12","oz"
86,"3410010505",93,20,3.79,"",23.96,"MILLER SHARP'S N/A L","6","12","oz"
86,"3410017505",93,4,3.69,"",20.95,"MILLER GEN DRFT LNNR","6","12","oz"
86,"3410017525",93,97,2.99,"B",4.95,"MILLER GENUINE DRAFT","6","12","oz"
86,"3410021505",93,34,3.49,"B",10.46,"LOWENBRAU BEER NR BT","6","12","oz"
86,"3410057505",93,16,3.69,"",20.95,"MILLER LITE LONGNECK","6","12","oz"
86,"3410057525",93,81,2.99,"B",4.95,"MILLER LITE BEER N.R","6","12","oz"
86,"7289000011",93,22,6.19,"",15.96,"HEINEKEN BEER N.R.BT","6","12","oz"
86,"7336011751",93,54,3.49,"",19.71,"OLD STYLE BEER","6","12","oz"
86,"8066095605",93,23,4.39,"",12.19,"CORONA EXTRA BEER NR","6","12","oz"
86,"8248812345",93,11,6.19,"",15.96,"BECK'S REG BEER NR B","6","12","oz"
86,"8417330130",93,3,3.99,"",18.55,"BERGHOFF REGULAR BEE","6","12","oz"
86,"1820000016",94,46,3.59,"",21.31,"BUDWEISER BEER","6","12","oz"
86,"1820000784",94,11,3.79,"",28.23,"O'DOUL'S N/A LONGNEC","6","12","oz"
86,"1820000834",94,19,3.69,"",22.03,"BUDWEISER BEER LONG","6","12","oz"
86,"1820000987",94,44,3.29,"B",5.78,"MICHELOB REGULAR BEE","6","12","oz"
86,"3410000354",94,53,3.69,"",22.98,"MILLER LITE BEER","6","12","oz"
86,"3410000554",94,21,3.69,"",22.98,"MILLER GENUINE DRAFT","6","12","oz"
86,"3410001505",94,21,3.69,"",20.95,"MILLER HIGH LIFE LNN","6","12","oz"
86,"3410010505",94,39,2.99,"B",3.61,"MILLER SHARP'S N/A L","6","12","oz"
86,"3410015505",94,21,3.69,"",22.36,"MILLER GEN DRFT LT L","6","12","oz"
86,"3410017505",94,57,3.69,"",20.95,"MILLER GEN DRFT LNNR","6","12","oz"
86,"3410017525",94,7,3.69,"",22.98,"MILLER GENUINE DRAFT","6","12","oz"
86,"3410021505",94,48,3.49,"",10.46,"LOWENBRAU BEER NR BT","6","12","oz"
86,"3410057505",94,12,3.69,"",20.95,"MILLER LITE LONGNECK","6","12","oz"
86,"3410057525",94,29,3.69,"",22.98,"MILLER LITE BEER N.R","6","12","oz"
86,"7289000011",94,16,6.19,"",15.96,"HEINEKEN BEER N.R.BT","6","12","oz"
86,"7336011751",94,45,3.59,"",21.95,"OLD STYLE BEER","6","12","oz"
86,"8066095605",94,36,4.39,"B",12.19,"CORONA EXTRA BEER NR","6","12","oz"
86,"8248812345",94,18,4.99,"",4.25,"BECK'S REG BEER NR B","6","12","oz"
86,"8417330130",94,7,3.99,"",18.55,"BERGHOFF REGULAR BEE","6","12","oz"
86,"1820000016",95,39,3.59,"",21.31,"BUDWEISER BEER","6","12","oz"
86,"1820000784",95,15,2.99,"B",9.03,"O'DOUL'S N/A LONGNEC","6","12","oz"
86,"1820000834",95,8,3.69,"",22.03,"BUDWEISER BEER LONG","6","12","oz"
86,"1820000987",95,58,3.29,"B",5.78,"MICHELOB REGULAR BEE","6","12","oz"
86,"3410000354",95,48,3.69,"",22.98,"MILLER LITE BEER","6","12","oz"
86,"3410000554",95,33,3.69,"",22.98,"MILLER GENUINE DRAFT","6","12","oz"
86,"3410001505",95,77,2.99,"B",2.44,"MILLER HIGH LIFE LNN","6","12","oz"
86,"3410010505",95,28,2.99,"",3.61,"MILLER SHARP'S N/A L","6","12","oz"
86,"3410015505",95,56,2.99,"B",4.18,"MILLER GEN DRFT LT L","6","12","oz"
86,"3410017505",95,208,2.99,"",2.44,"MILLER GEN DRFT LNNR","6","12","oz"
86,"3410021505",95,64,3.99,"",21.68,"LOWENBRAU BEER NR BT","6","12","oz"
86,"3410057505",95,166,2.99,"",2.44,"MILLER LITE LONGNECK","6","12","oz"
86,"3410057525",95,20,3.69,"",22.98,"MILLER LITE BEER N.R","6","12","oz"
86,"7289000011",95,15,6.19,"",15.96,"HEINEKEN BEER N.R.BT","6","12","oz"
86,"7336011751",95,59,3.59,"",21.95,"OLD STYLE BEER","6","12","oz"
86,"8066095605",95,15,5.79,"",14.94,"CORONA EXTRA BEER NR","6","12","oz"
86,"8248812345",95,35,4.99,"B",4.25,"BECK'S REG BEER NR B","6","12","oz"
86,"8417330130",95,16,3.29,"B",1.22,"BERGHOFF REGULAR BEE","6","12","oz"
86,"1820000016",96,38,3.59,"",21.31,"BUDWEISER BEER","6","12","oz"
86,"1820000784",96,26,2.99,"B",9.03,"O'DOUL'S N/A LONGNEC","6","12","oz"
86,"1820000834",96,5,3.69,"",22.03,"BUDWEISER BEER LONG","6","12","oz"
86,"1820000987",96,33,3.99,"",22.31,"MICHELOB REGULAR BEE","6","12","oz"
86,"3410000354",96,25,3.69,"",22.98,"MILLER LITE BEER","6","12","oz"
86,"3410000554",96,32,3.69,"",22.98,"MILLER GENUINE DRAFT","6","12","oz"
86,"3410001505",96,47,2.99,"B",2.44,"MILLER HIGH LIFE LNN","6","12","oz"
86,"3410010505",96,16,3.79,"",23.96,"MILLER SHARP'S N/A L","6","12","oz"
86,"3410015505",96,26,2.99,"",4.18,"MILLER GEN DRFT LT L","6","12","oz"
86,"3410017505",96,157,2.99,"B",2.44,"MILLER GEN DRFT LNNR","6","12","oz"
86,"3410021505",96,53,3.99,"B",21.68,"LOWENBRAU BEER NR BT","6","12","oz"
86,"3410057505",96,143,2.99,"B",2.44,"MILLER LITE LONGNECK","6","12","oz"
86,"7289000011",96,30,4.99,"B",4.25,"HEINEKEN BEER N.R.BT","6","12","oz"
86,"7336011751",96,41,3.59,"",21.95,"OLD STYLE BEER","6","12","oz"
86,"8066095605",96,5,5.79,"B",14.94,"CORONA EXTRA BEER NR","6","12","oz"
86,"8248812345",96,22,6.19,"",15.96,"BECK'S REG BEER NR B","6","12","oz"
86,"8417330130",96,16,3.29,"B",1.22,"BERGHOFF REGULAR BEE","6","12","oz"
86,"1820000016",97,34,3.59,"",21.31,"BUDWEISER BEER","6","12","oz"
86,"1820000784",97,6,3.79,"",28.23,"O'DOUL'S N/A LONGNEC","6","12","oz"
86,"1820000834",97,15,3.69,"",22.03,"BUDWEISER BEER LONG","6","12","oz"
86,"1820000987",97,26,3.99,"",22.31,"MICHELOB REGULAR BEE","6","12","oz"
86,"3410000354",97,25,3.69,"",22.98,"MILLER LITE BEER","6","12","oz"
86,"3410000554",97,26,3.69,"",22.98,"MILLER GENUINE DRAFT","6","12","oz"
86,"3410001505",97,22,3.69,"",20.95,"MILLER HIGH LIFE LNN","6","12","oz"
86,"3410010505",97,16,3.79,"",23.96,"MILLER SHARP'S N/A L","6","12","oz"
86,"3410015505",97,37,3.69,"",22.36,"MILLER GEN DRFT LT L","6","12","oz"
86,"3410017505",97,61,3.69,"",20.95,"MILLER GEN DRFT LNNR","6","12","oz"
86,"3410021505",97,27,3.99,"B",21.68,"LOWENBRAU BEER NR BT","6","12","oz"
86,"3410057505",97,44,3.69,"",20.95,"MILLER LITE LONGNECK","6","12","oz"
86,"7289000011",97,30,4.99,"B",4.25,"HEINEKEN BEER N.R.BT","6","12","oz"
86,"7336011751",97,48,3.59,"",21.95,"OLD STYLE BEER","6","12","oz"
86,"8066095605",97,6,5.79,"",14.94,"CORONA EXTRA BEER NR","6","12","oz"
86,"8248812345",97,5,6.19,"B",15.96,"BECK'S REG BEER NR B","6","12","oz"
86,"8417330130",97,13,3.29,"B",1.22,"BERGHOFF REGULAR BEE","6","12","oz"
86,"1820000016",98,42,3.59,"",21.31,"BUDWEISER BEER","6","12","oz"
86,"1820000784",98,24,3.79,"",28.23,"O'DOUL'S N/A LONGNEC","6","12","oz"
86,"1820000834",98,5,3.69,"",22.03,"BUDWEISER BEER LONG","6","12","oz"
86,"1820000987",98,25,3.99,"",22.31,"MICHELOB REGULAR BEE","6","12","oz"
86,"3410000354",98,37,3.69,"",22.98,"MILLER LITE BEER","6","12","oz"
86,"3410000554",98,31,3.69,"",22.98,"MILLER GENUINE DRAFT","6","12","oz"
86,"3410001505",98,45,3.69,"",20.95,"MILLER HIGH LIFE LNN","6","12","oz"
86,"3410010505",98,11,3.79,"",23.96,"MILLER SHARP'S N/A L","6","12","oz"
86,"3410015505",98,41,3.69,"",22.36,"MILLER GEN DRFT LT L","6","12","oz"
86,"3410017505",98,71,3.69,"",20.95,"MILLER GEN DRFT LNNR","6","12","oz"
86,"3410021505",98,43,3.49,"B",10.46,"LOWENBRAU BEER NR BT","6","12","oz"
86,"3410057505",98,61,3.69,"",20.95,"MILLER LITE LONGNECK","6","12","oz"
86,"7289000011",98,20,6.19,"",15.96,"HEINEKEN BEER N.R.BT","6","12","oz"
86,"7336011751",98,54,3.59,"",21.95,"OLD STYLE BEER","6","12","oz"
86,"8066095605",98,9,5.79,"",14.94,"CORONA EXTRA BEER NR","6","12","oz"
86,"8248812345",98,35,4.99,"B",4.25,"BECK'S REG BEER NR B","6","12","oz"
86,"8417330130",98,10,3.99,"",18.55,"BERGHOFF REGULAR BEE","6","12","oz"
86,"1820000016",99,32,3.59,"",21.31,"BUDWEISER BEER","6","12","oz"
86,"1820000784",99,10,3.79,"",28.23,"O'DOUL'S N/A LONGNEC","6","12","oz"
86,"1820000834",99,36,3.09,"B",6.89,"BUDWEISER BEER LONG","6","12","oz"
86,"1820000987",99,83,3.49,"B",11.17,"MICHELOB REGULAR BEE","6","12","oz"
86,"3410000354",99,34,3.69,"",22.98,"MILLER LITE BEER","6","12","oz"
86,"3410000554",99,31,3.69,"",22.98,"MILLER GENUINE DRAFT","6","12","oz"
86,"3410001505",99,19,3.69,"",20.95,"MILLER HIGH LIFE LNN","6","12","oz"
86,"3410010505",99,23,3.79,"",23.96,"MILLER SHARP'S N/A L","6","12","oz"
86,"3410015505",99,6,3.69,"",22.36,"MILLER GEN DRFT LT L","6","12","oz"
86,"3410017505",99,54,3.69,"",20.95,"MILLER GEN DRFT LNNR","6","12","oz"
86,"3410017525",99,64,2.99,"",4.95,"MILLER GENUINE DRAFT","6","12","oz"
86,"3410021505",99,33,3.49,"B",10.46,"LOWENBRAU BEER NR BT","6","12","oz"
86,"3410057505",99,47,3.69,"",20.95,"MILLER LITE LONGNECK","6","12","oz"
86,"3410057525",99,50,2.99,"B",4.95,"MILLER LITE BEER N.R","6","12","oz"
86,"7289000011",99,24,6.19,"",15.96,"HEINEKEN BEER N.R.BT","6","12","oz"
86,"7336011751",99,53,3.59,"",21.95,"OLD STYLE BEER","6","12","oz"
86,"8066095605",99,6,5.79,"",14.94,"CORONA EXTRA BEER NR","6","12","oz"
86,"8248812345",99,21,4.99,"",4.25,"BECK'S REG BEER NR B","6","12","oz"
86,"8417330130",99,6,3.99,"",18.55,"BERGHOFF REGULAR BEE","6","12","oz"
86,"1820000016",100,32,3.59,"",21.31,"BUDWEISER BEER","6","12","oz"
86,"1820000784",100,16,3.79,"",28.23,"O'DOUL'S N/A LONGNEC","6","12","oz"
86,"1820000834",100,32,3.09,"B",6.89,"BUDWEISER BEER LONG","6","12","oz"
86,"1820000987",100,42,3.49,"B",11.17,"MICHELOB REGULAR BEE","6","12","oz"
86,"3410000354",100,22,3.69,"",22.98,"MILLER LITE BEER","6","12","oz"
86,"3410000554",100,31,3.69,"",22.98,"MILLER GENUINE DRAFT","6","12","oz"
86,"3410001505",100,14,3.69,"",20.95,"MILLER HIGH LIFE LNN","6","12","oz"
86,"3410010505",100,16,3.79,"",23.96,"MILLER SHARP'S N/A L","6","12","oz"
86,"3410015505",100,6,3.69,"",22.36,"MILLER GEN DRFT LT L","6","12","oz"
86,"3410017505",100,31,3.69,"",20.95,"MILLER GEN DRFT LNNR","6","12","oz"
86,"3410017525",100,73,2.99,"B",4.95,"MILLER GENUINE DRAFT","6","12","oz"
86,"3410021505",100,25,3.99,"",21.68,"LOWENBRAU BEER NR BT","6","12","oz"
86,"3410057505",100,23,3.69,"",20.95,"MILLER LITE LONGNECK","6","12","oz"
86,"3410057525",100,101,2.99,"",4.95,"MILLER LITE BEER N.R","6","12","oz"
86,"7289000011",100,22,6.19,"",15.96,"HEINEKEN BEER N.R.BT","6","12","oz"
86,"7336011751",100,53,3.59,"",21.95,"OLD STYLE BEER","6","12","oz"
86,"8066095605",100,3,5.79,"",14.94,"CORONA EXTRA BEER NR","6","12","oz"
86,"8248812345",100,9,6.19,"",15.96,"BECK'S REG BEER NR B","6","12","oz"
86,"8417330130",100,6,3.99,"",18.55,"BERGHOFF REGULAR BEE","6","12","oz"
86,"1820000016",101,25,3.59,"",21.31,"BUDWEISER BEER","6","12","oz"
86,"1820000784",101,7,3.79,"",28.23,"O'DOUL'S N/A LONGNEC","6","12","oz"
86,"1820000834",101,11,3.69,"",22.03,"BUDWEISER BEER LONG","6","12","oz"
86,"1820000987",101,22,3.99,"",22.31,"MICHELOB REGULAR BEE","6","12","oz"
86,"3410000354",101,33,3.59,"",20.84,"MILLER LITE BEER","6","12","oz"
86,"3410000554",101,28,3.59,"",20.84,"MILLER GENUINE DRAFT","6","12","oz"
86,"3410001505",101,23,3.69,"",20.95,"MILLER HIGH LIFE LNN","6","12","oz"
86,"3410010505",101,20,3.79,"",23.96,"MILLER SHARP'S N/A L","6","12","oz"
86,"3410015505",101,24,3.69,"",22.36,"MILLER GEN DRFT LT L","6","12","oz"
86,"3410017505",101,29,3.69,"",20.95,"MILLER GEN DRFT LNNR","6","12","oz"
86,"3410021505",101,15,3.99,"",21.68,"LOWENBRAU BEER NR BT","6","12","oz"
86,"3410057505",101,31,3.69,"",20.95,"MILLER LITE LONGNECK","6","12","oz"
86,"3410057525",101,11,3.69,"",22.98,"MILLER LITE BEER N.R","6","12","oz"
86,"7289000011",101,6,6.19,"",15.96,"HEINEKEN BEER N.R.BT","6","12","oz"
86,"7336011751",101,43,3.59,"",21.95,"OLD STYLE BEER","6","12","oz"
86,"8066095605",101,2,5.79,"",14.94,"CORONA EXTRA BEER NR","6","12","oz"
86,"8248812345",101,7,6.19,"",15.96,"BECK'S REG BEER NR B","6","12","oz"
86,"8417330130",101,6,3.99,"",18.55,"BERGHOFF REGULAR BEE","6","12","oz"
86,"1820000016",102,25,3.59,"",21.31,"BUDWEISER BEER","6","12","oz"
86,"1820000784",102,16,3.79,"",28.23,"O'DOUL'S N/A LONGNEC","6","12","oz"
86,"1820000834",102,15,3.69,"",22.03,"BUDWEISER BEER LONG","6","12","oz"
86,"1820000987",102,22,3.99,"",22.31,"MICHELOB REGULAR BEE","6","12","oz"
86,"3410000354",102,32,3.59,"",20.84,"MILLER LITE BEER","6","12","oz"
86,"3410000554",102,22,3.59,"",20.84,"MILLER GENUINE DRAFT","6","12","oz"
86,"3410001505",102,23,3.69,"",20.95,"MILLER HIGH LIFE LNN","6","12","oz"
86,"3410010505",102,27,3.79,"",23.96,"MILLER SHARP'S N/A L","6","12","oz"
86,"3410015505",102,34,3.69,"",22.36,"MILLER GEN DRFT LT L","6","12","oz"
86,"3410017505",102,31,3.69,"",20.95,"MILLER GEN DRFT LNNR","6","12","oz"
86,"3410021505",102,47,3.49,"B",10.46,"LOWENBRAU BEER NR BT","6","12","oz"
86,"3410057505",102,42,3.69,"",20.95,"MILLER LITE LONGNECK","6","12","oz"
86,"3410057525",102,11,3.69,"",22.98,"MILLER LITE BEER N.R","6","12","oz"
86,"7289000011",102,5,6.19,"",15.96,"HEINEKEN BEER N.R.BT","6","12","oz"
86,"7336011751",102,39,3.59,"",21.95,"OLD STYLE BEER","6","12","oz"
86,"8066095605",102,11,5.79,"",14.94,"CORONA EXTRA BEER NR","6","12","oz"
86,"8248812345",102,19,6.19,"",15.96,"BECK'S REG BEER NR B","6","12","oz"
86,"8417330130",102,12,3.99,"",18.55,"BERGHOFF REGULAR BEE","6","12","oz"
86,"1820000016",103,10,3.59,"",21.31,"BUDWEISER BEER","6","12","oz"
86,"1820000784",103,33,3.79,"",28.23,"O'DOUL'S N/A LONGNEC","6","12","oz"
86,"1820000834",103,78,2.99,"B",3.78,"BUDWEISER BEER LONG","6","12","oz"
86,"1820000987",103,56,3.29,"B",5.78,"MICHELOB REGULAR BEE","6","12","oz"
86,"3410000354",103,33,3.59,"",20.84,"MILLER LITE BEER","6","12","oz"
86,"3410000554",103,17,3.59,"",20.84,"MILLER GENUINE DRAFT","6","12","oz"
86,"3410001505",103,46,2.99,"",2.44,"MILLER HIGH LIFE LNN","6","12","oz"
86,"3410010505",103,63,2.99,"B",3.61,"MILLER SHARP'S N/A L","6","12","oz"
86,"3410015505",103,46,2.99,"B",4.18,"MILLER GEN DRFT LT L","6","12","oz"
86,"3410017505",103,95,2.99,"",2.44,"MILLER GEN DRFT LNNR","6","12","oz"
86,"3410021505",103,40,3.49,"B",10.46,"LOWENBRAU BEER NR BT","6","12","oz"
86,"3410057505",103,89,2.99,"B",2.44,"MILLER LITE LONGNECK","6","12","oz"
86,"3410057525",103,1,3.69,"",22.98,"MILLER LITE BEER N.R","6","12","oz"
86,"7289000011",103,7,6.19,"",15.96,"HEINEKEN BEER N.R.BT","6","12","oz"
86,"7336011751",103,43,3.59,"",21.95,"OLD STYLE BEER","6","12","oz"
86,"8066095605",103,2,5.79,"",14.94,"CORONA EXTRA BEER NR","6","12","oz"
86,"8248812345",103,25,4.99,"B",4.25,"BECK'S REG BEER NR B","6","12","oz"
86,"8417330130",103,7,3.29,"B",1.22,"BERGHOFF REGULAR BEE","6","12","oz"
86,"1820000016",104,27,3.59,"",21.31,"BUDWEISER BEER","6","12","oz"
86,"1820000784",104,9,2.99,"B",9.03,"O'DOUL'S N/A LONGNEC","6","12","oz"
86,"1820000834",104,45,2.99,"B",3.78,"BUDWEISER BEER LONG","6","12","oz"
86,"1820000987",104,39,3.29,"S",5.78,"MICHELOB REGULAR BEE","6","12","oz"
86,"3410000354",104,36,3.59,"",20.84,"MILLER LITE BEER","6","12","oz"
86,"3410000554",104,19,3.59,"",20.84,"MILLER GENUINE DRAFT","6","12","oz"
86,"3410001505",104,40,2.99,"B",2.44,"MILLER HIGH LIFE LNN","6","12","oz"
86,"3410010505",104,39,2.99,"B",3.61,"MILLER SHARP'S N/A L","6","12","oz"
86,"3410015505",104,38,2.99,"B",4.18,"MILLER GEN DRFT LT L","6","12","oz"
86,"3410017505",104,170,2.99,"B",2.44,"MILLER GEN DRFT LNNR","6","12","oz"
86,"3410017525",104,2,3.69,"",22.98,"MILLER GENUINE DRAFT","6","12","oz"
86,"3410021505",104,36,3.99,"",21.68,"LOWENBRAU BEER NR BT","6","12","oz"
86,"3410057505",104,132,2.99,"B",2.44,"MILLER LITE LONGNECK","6","12","oz"
86,"7289000011",104,16,6.19,"",15.96,"HEINEKEN BEER N.R.BT","6","12","oz"
86,"7336011751",104,52,3.59,"",21.95,"OLD STYLE BEER","6","12","oz"
86,"8066095605",104,25,4.99,"B",1.3,"CORONA EXTRA BEER NR","6","12","oz"
86,"8248812345",104,23,4.99,"B",4.25,"BECK'S REG BEER NR B","6","12","oz"
86,"8417330130",104,18,3.29,"B",1.22,"BERGHOFF REGULAR BEE","6","12","oz"
86,"1820000016",105,22,3.59,"",21.31,"BUDWEISER BEER","6","12","oz"
86,"1820000784",105,21,2.99,"B",9.03,"O'DOUL'S N/A LONGNEC","6","12","oz"
86,"1820000834",105,28,3.69,"",22.03,"BUDWEISER BEER LONG","6","12","oz"
86,"1820000987",105,12,3.99,"",22.31,"MICHELOB REGULAR BEE","6","12","oz"
86,"3410000354",105,43,3.59,"",20.84,"MILLER LITE BEER","6","12","oz"
86,"3410000554",105,25,3.59,"",20.84,"MILLER GENUINE DRAFT","6","12","oz"
86,"3410001505",105,6,3.69,"",20.95,"MILLER HIGH LIFE LNN","6","12","oz"
86,"3410010505",105,12,3.79,"",23.96,"MILLER SHARP'S N/A L","6","12","oz"
86,"3410017505",105,26,3.69,"B",20.95,"MILLER GEN DRFT LNNR","6","12","oz"
86,"3410017525",105,91,2.99,"B",4.95,"MILLER GENUINE DRAFT","6","12","oz"
86,"3410021505",105,19,3.99,"",21.68,"LOWENBRAU BEER NR BT","6","12","oz"
86,"3410057505",105,71,3.69,"",20.95,"MILLER LITE LONGNECK","6","12","oz"
86,"3410057525",105,63,2.99,"",4.95,"MILLER LITE BEER N.R","6","12","oz"
86,"7289000011",105,7,6.19,"",15.96,"HEINEKEN BEER N.R.BT","6","12","oz"
86,"7336011751",105,36,3.59,"",21.95,"OLD STYLE BEER","6","12","oz"
86,"8066095605",105,12,4.99,"B",1.3,"CORONA EXTRA BEER NR","6","12","oz"
86,"8248812345",105,12,6.19,"",15.96,"BECK'S REG BEER NR B","6","12","oz"
86,"8417330130",105,2,3.99,"B",18.55,"BERGHOFF REGULAR BEE","6","12","oz"
86,"1820000016",106,38,3.59,"",21.31,"BUDWEISER BEER","6","12","oz"
86,"1820000784",106,11,3.79,"",28.23,"O'DOUL'S N/A LONGNEC","6","12","oz"
86,"1820000834",106,11,3.69,"",22.03,"BUDWEISER BEER LONG","6","12","oz"
86,"1820000987",106,15,3.99,"",22.31,"MICHELOB REGULAR BEE","6","12","oz"
86,"3410000354",106,30,3.59,"",20.84,"MILLER LITE BEER","6","12","oz"
86,"3410000554",106,18,3.59,"",20.84,"MILLER GENUINE DRAFT","6","12","oz"
86,"3410010505",106,22,3.79,"",23.96,"MILLER SHARP'S N/A L","6","12","oz"
86,"3410017525",106,104,2.99,"",4.95,"MILLER GENUINE DRAFT","6","12","oz"
86,"3410021505",106,21,3.99,"",21.68,"LOWENBRAU BEER NR BT","6","12","oz"
86,"3410057505",106,8,3.69,"",20.95,"MILLER LITE LONGNECK","6","12","oz"
86,"3410057525",106,104,2.99,"B",4.95,"MILLER LITE BEER N.R","6","12","oz"
86,"7289000011",106,8,6.19,"",15.96,"HEINEKEN BEER N.R.BT","6","12","oz"
86,"7336011751",106,36,3.59,"",21.95,"OLD STYLE BEER","6","12","oz"
86,"8066095605",106,4,5.79,"",14.94,"CORONA EXTRA BEER NR","6","12","oz"
86,"8248812345",106,10,6.19,"",15.96,"BECK'S REG BEER NR B","6","12","oz"
86,"8417330130",106,2,3.99,"",18.55,"BERGHOFF REGULAR BEE","6","12","oz"
86,"1820000016",107,31,3.59,"",21.31,"BUDWEISER BEER","6","12","oz"
86,"1820000784",107,13,3.79,"",28.23,"O'DOUL'S N/A LONGNEC","6","12","oz"
86,"1820000834",107,27,3.09,"B",6.89,"BUDWEISER BEER LONG","6","12","oz"
86,"1820000987",107,59,3.29,"",5.78,"MICHELOB REGULAR BEE","6","12","oz"
86,"3410000354",107,31,3.59,"",20.84,"MILLER LITE BEER","6","12","oz"
86,"3410000554",107,16,3.59,"",20.84,"MILLER GENUINE DRAFT","6","12","oz"
86,"3410010505",107,13,3.79,"",23.96,"MILLER SHARP'S N/A L","6","12","oz"
86,"3410017505",107,1,3.69,"",20.95,"MILLER GEN DRFT LNNR","6","12","oz"
86,"3410017525",107,44,3.69,"",22.98,"MILLER GENUINE DRAFT","6","12","oz"
86,"3410021505",107,40,3.29,"B",5.02,"LOWENBRAU BEER NR BT","6","12","oz"
86,"3410057525",107,39,3.69,"",22.98,"MILLER LITE BEER N.R","6","12","oz"
86,"7289000011",107,6,6.19,"",15.96,"HEINEKEN BEER N.R.BT","6","12","oz"
86,"7336011751",107,34,3.59,"",21.95,"OLD STYLE BEER","6","12","oz"
86,"8066095605",107,4,5.79,"",14.94,"CORONA EXTRA BEER NR","6","12","oz"
86,"8248812345",107,39,4.99,"B",4.25,"BECK'S REG BEER NR B","6","12","oz"
86,"8417330130",107,7,3.99,"",18.55,"BERGHOFF REGULAR BEE","6","12","oz"
