"store","upc","week","move","price","sale","profit","brand","packsize","itemsize","units"
98,"3410000354",210,14,3.79,"",21.97,"MILLER LITE BEER","6","12","oz"
98,"3410000554",210,14,3.79,"",21.97,"MILLER GENUINE DRAFT","6","12","oz"
98,"3410001505",210,18,3.19,"B",5.32,"MILLER HIGH LIFE LNN","6","12","oz"
98,"3410010505",210,37,3.19,"B",5.42,"MILLER SHARP'S N/A L","6","12","oz"
98,"3410015505",210,11,3.19,"B",5.32,"MILLER GEN DRFT LT L","6","12","oz"
98,"3410017505",210,52,3.19,"B",5.32,"MILLER GEN DRFT LNNR","6","12","oz"
98,"3410017525",210,4,3.89,"",23.9,"MILLER GENUINE DRAFT","6","12","oz"
98,"3410021505",210,13,4.29,"",24.47,"LOWENBRAU BEER NR BT","6","12","oz"
98,"3410057505",210,64,3.19,"B",5.32,"MILLER LITE LONGNECK","6","12","oz"
98,"3410057525",210,2,3.89,"",23.9,"MILLER LITE BEER N.R","6","12","oz"
98,"7289000011",210,5,6.29,"",17.29,"HEINEKEN BEER N.R.BT","6","12","oz"
98,"7336011751",210,20,3.79,"",21.97,"OLD STYLE BEER","6","12","oz"
98,"8066095605",210,5,5.99,"",17.77,"CORONA EXTRA BEER NR","6","12","oz"
98,"8248812345",210,3,6.29,"",17.29,"BECK'S REG BEER NR B","6","12","oz"
98,"8417330130",210,9,3.29,"B",1.21,"BERGHOFF REGULAR BEE","6","12","oz"
98,"8769210012",210,2,5.59,"",19.82,"SAMUEL ADAMS LAGER N","6","12","oz"
98,"1820000016",211,18,3.79,"",21.97,"BUDWEISER BEER","6","12","oz"
98,"1820000784",211,7,3.99,"",25.88,"O'DOUL'S N/A LONGNEC","6","12","oz"
98,"1820000834",211,40,3.19,"B",5.1,"BUDWEISER BEER LONG","6","12","oz"
98,"1820000987",211,27,3.49,"B",7.16,"MICHELOB REGULAR BEE","6","12","oz"
98,"3410000354",211,21,3.79,"",21.97,"MILLER LITE BEER","6","12","oz"
98,"3410000554",211,4,3.79,"",21.97,"MILLER GENUINE DRAFT","6","12","oz"
98,"3410001505",211,3,3.99,"",24.31,"MILLER HIGH LIFE LNN","6","12","oz"
98,"3410010505",211,18,3.99,"",24.38,"MILLER SHARP'S N/A L","6","12","oz"
98,"3410015505",211,8,3.99,"",24.31,"MILLER GEN DRFT LT L","6","12","oz"
98,"3410017505",211,19,3.99,"",24.31,"MILLER GEN DRFT LNNR","6","12","oz"
98,"3410017525",211,10,3.89,"",23.9,"MILLER GENUINE DRAFT","6","12","oz"
98,"3410021505",211,6,4.29,"",24.47,"LOWENBRAU BEER NR BT","6","12","oz"
98,"3410057505",211,12,3.99,"",24.31,"MILLER LITE LONGNECK","6","12","oz"
98,"3410057525",211,10,3.89,"",23.9,"MILLER LITE BEER N.R","6","12","oz"
98,"8066095605",211,2,5.99,"",17.77,"CORONA EXTRA BEER NR","6","12","oz"
98,"8248812345",211,4,6.29,"",17.29,"BECK'S REG BEER NR B","6","12","oz"
98,"8417330130",211,1,4.29,"",24.24,"BERGHOFF REGULAR BEE","6","12","oz"
98,"8769210012",211,2,5.59,"",19.82,"SAMUEL ADAMS LAGER N","6","12","oz"
98,"1820000016",212,16,3.79,"",21.97,"BUDWEISER BEER","6","12","oz"
98,"1820000784",212,3,3.99,"",25.88,"O'DOUL'S N/A LONGNEC","6","12","oz"
98,"1820000834",212,44,3.19,"B",5.1,"BUDWEISER BEER LONG","6","12","oz"
98,"1820000987",212,8,4.29,"",24.47,"MICHELOB REGULAR BEE","6","12","oz"
98,"3410000354",212,13,3.79,"",21.97,"MILLER LITE BEER","6","12","oz"
98,"3410000554",212,6,3.79,"",21.97,"MILLER GENUINE DRAFT","6","12","oz"
98,"3410001505",212,4,3.99,"",24.31,"MILLER HIGH LIFE LNN","6","12","oz"
98,"3410010505",212,13,3.99,"",24.38,"MILLER SHARP'S N/A L","6","12","oz"
98,"3410015505",212,5,3.99,"",24.31,"MILLER GEN DRFT LT L","6","12","oz"
98,"3410017505",212,12,3.99,"",24.31,"MILLER GEN DRFT LNNR","6","12","oz"
98,"3410017525",212,10,3.89,"",23.9,"MILLER GENUINE DRAFT","6","12","oz"
98,"3410021505",212,10,4.29,"",24.47,"LOWENBRAU BEER NR BT","6","12","oz"
98,"3410057505",212,20,3.99,"",24.31,"MILLER LITE LONGNECK","6","12","oz"
98,"3410057525",212,6,3.89,"",23.9,"MILLER LITE BEER N.R","6","12","oz"
98,"7289000011",212,6,6.29,"",17.29,"HEINEKEN BEER N.R.BT","6","12","oz"
98,"7336011751",212,24,3.79,"",21.97,"OLD STYLE BEER","6","12","oz"
98,"8066095605",212,6,5.99,"",17.77,"CORONA EXTRA BEER NR","6","12","oz"
98,"8248812345",212,28,4.99,"B",-4.24,"BECK'S REG BEER NR B","6","12","oz"
98,"8417330130",212,12,3.19,"B",-1.88,"BERGHOFF REGULAR BEE","6","12","oz"
98,"8769210012",212,4,5.59,"",19.82,"SAMUEL ADAMS LAGER N","6","12","oz"
98,"1820000016",213,24,3.79,"",21.97,"BUDWEISER BEER","6","12","oz"
98,"1820000784",213,9,3.99,"",25.88,"O'DOUL'S N/A LONGNEC","6","12","oz"
98,"1820000834",213,13,3.99,"",24.13,"BUDWEISER BEER LONG","6","12","oz"
98,"1820000987",213,12,4.29,"",24.47,"MICHELOB REGULAR BEE","6","12","oz"
98,"3410000354",213,16,3.79,"",21.97,"MILLER LITE BEER","6","12","oz"
98,"3410000554",213,13,3.79,"",21.97,"MILLER GENUINE DRAFT","6","12","oz"
98,"3410001505",213,5,3.99,"",24.31,"MILLER HIGH LIFE LNN","6","12","oz"
98,"3410010505",213,12,3.99,"",24.38,"MILLER SHARP'S N/A L","6","12","oz"
98,"3410015505",213,7,3.99,"",24.31,"MILLER GEN DRFT LT L","6","12","oz"
98,"3410017505",213,21,3.99,"",24.31,"MILLER GEN DRFT LNNR","6","12","oz"
98,"3410017525",213,5,3.89,"",23.9,"MILLER GENUINE DRAFT","6","12","oz"
98,"3410021505",213,18,3.49,"B",7.16,"LOWENBRAU BEER NR BT","6","12","oz"
98,"3410057505",213,16,3.99,"",24.31,"MILLER LITE LONGNECK","6","12","oz"
98,"3410057525",213,15,3.89,"",23.9,"MILLER LITE BEER N.R","6","12","oz"
98,"7289000011",213,11,6.29,"",17.29,"HEINEKEN BEER N.R.BT","6","12","oz"
98,"7336011751",213,15,3.79,"",21.97,"OLD STYLE BEER","6","12","oz"
98,"8066095605",213,6,5.99,"",17.77,"CORONA EXTRA BEER NR","6","12","oz"
98,"8248812345",213,15,4.99,"B",-4.24,"BECK'S REG BEER NR B","6","12","oz"
98,"8417330130",213,10,3.19,"B",-1.88,"BERGHOFF REGULAR BEE","6","12","oz"
98,"8769210012",213,16,4.69,"B",4.43,"SAMUEL ADAMS LAGER N","6","12","oz"
98,"1820000016",214,27,3.79,"",21.97,"BUDWEISER BEER","6","12","oz"
98,"1820000784",214,8,3.99,"",25.88,"O'DOUL'S N/A LONGNEC","6","12","oz"
98,"1820000834",214,5,3.99,"",24.13,"BUDWEISER BEER LONG","6","12","oz"
98,"1820000987",214,6,4.29,"",24.47,"MICHELOB REGULAR BEE","6","12","oz"
98,"3410000354",214,22,3.79,"",21.97,"MILLER LITE BEER","6","12","oz"
98,"3410000554",214,9,3.79,"",21.97,"MILLER GENUINE DRAFT","6","12","oz"
98,"3410001505",214,4,3.99,"",24.31,"MILLER HIGH LIFE LNN","6","12","oz"
98,"3410010505",214,8,3.99,"",24.38,"MILLER SHARP'S N/A L","6","12","oz"
98,"3410015505",214,3,3.99,"",24.31,"MILLER GEN DRFT LT L","6","12","oz"
98,"3410017505",214,12,3.99,"",24.31,"MILLER GEN DRFT LNNR","6","12","oz"
98,"3410017525",214,5,3.89,"",23.9,"MILLER GENUINE DRAFT","6","12","oz"
98,"3410021505",214,32,3.49,"B",7.16,"LOWENBRAU BEER NR BT","6","12","oz"
98,"3410057505",214,17,3.99,"",24.31,"MILLER LITE LONGNECK","6","12","oz"
98,"3410057525",214,7,3.89,"",23.9,"MILLER LITE BEER N.R","6","12","oz"
98,"7289000011",214,23,4.99,"B",-4.24,"HEINEKEN BEER N.R.BT","6","12","oz"
98,"7336011751",214,8,3.79,"",21.97,"OLD STYLE BEER","6","12","oz"
98,"8066095605",214,9,5.99,"",17.77,"CORONA EXTRA BEER NR","6","12","oz"
98,"8248812345",214,6,6.29,"",17.29,"BECK'S REG BEER NR B","6","12","oz"
98,"8417330130",214,2,4.29,"",24.24,"BERGHOFF REGULAR BEE","6","12","oz"
98,"1820000016",215,11,3.79,"",21.97,"BUDWEISER BEER","6","12","oz"
98,"1820000784",215,6,3.99,"",25.88,"O'DOUL'S N/A LONGNEC","6","12","oz"
98,"1820000834",215,8,3.99,"",24.13,"BUDWEISER BEER LONG","6","12","oz"
98,"1820000987",215,10,4.29,"",24.47,"MICHELOB REGULAR BEE","6","12","oz"
98,"3410000354",215,15,3.79,"",21.97,"MILLER LITE BEER","6","12","oz"
98,"3410000554",215,6,3.79,"",21.97,"MILLER GENUINE DRAFT","6","12","oz"
98,"3410001505",215,18,3.19,"B",5.32,"MILLER HIGH LIFE LNN","6","12","oz"
98,"3410010505",215,30,3.19,"B",5.42,"MILLER SHARP'S N/A L","6","12","oz"
98,"3410015505",215,11,3.19,"B",5.32,"MILLER GEN DRFT LT L","6","12","oz"
98,"3410017505",215,35,3.19,"B",5.32,"MILLER GEN DRFT LNNR","6","12","oz"
98,"3410017525",215,2,3.89,"",23.9,"MILLER GENUINE DRAFT","6","12","oz"
98,"3410021505",215,1,4.29,"",24.47,"LOWENBRAU BEER NR BT","6","12","oz"
98,"3410057505",215,46,3.19,"B",5.32,"MILLER LITE LONGNECK","6","12","oz"
98,"3410057525",215,3,3.89,"",23.9,"MILLER LITE BEER N.R","6","12","oz"
98,"7289000011",215,22,4.99,"B",-4.24,"HEINEKEN BEER N.R.BT","6","12","oz"
98,"7336011751",215,15,3.79,"",21.97,"OLD STYLE BEER","6","12","oz"
98,"8066095605",215,7,5.99,"",17.77,"CORONA EXTRA BEER NR","6","12","oz"
98,"8248812345",215,2,6.29,"",17.29,"BECK'S REG BEER NR B","6","12","oz"
98,"1820000016",216,12,3.79,"",21.97,"BUDWEISER BEER","6","12","oz"
98,"1820000784",216,7,3.99,"",25.88,"O'DOUL'S N/A LONGNEC","6","12","oz"
98,"1820000834",216,15,3.99,"",24.13,"BUDWEISER BEER LONG","6","12","oz"
98,"1820000987",216,11,4.29,"",24.47,"MICHELOB REGULAR BEE","6","12","oz"
98,"3410000354",216,17,3.79,"",21.97,"MILLER LITE BEER","6","12","oz"
98,"3410000554",216,4,3.79,"",21.97,"MILLER GENUINE DRAFT","6","12","oz"
98,"3410001505",216,14,3.19,"B",5.32,"MILLER HIGH LIFE LNN","6","12","oz"
98,"3410010505",216,19,3.19,"B",5.42,"MILLER SHARP'S N/A L","6","12","oz"
98,"3410015505",216,15,3.19,"B",5.32,"MILLER GEN DRFT LT L","6","12","oz"
98,"3410017505",216,42,3.19,"B",5.32,"MILLER GEN DRFT LNNR","6","12","oz"
98,"3410017525",216,4,3.89,"",23.9,"MILLER GENUINE DRAFT","6","12","oz"
98,"3410021505",216,13,4.29,"",24.47,"LOWENBRAU BEER NR BT","6","12","oz"
98,"3410057505",216,61,3.19,"B",5.32,"MILLER LITE LONGNECK","6","12","oz"
98,"3410057525",216,6,3.89,"",23.9,"MILLER LITE BEER N.R","6","12","oz"
98,"7289000011",216,6,6.29,"",17.29,"HEINEKEN BEER N.R.BT","6","12","oz"
98,"7336011751",216,15,3.79,"",21.97,"OLD STYLE BEER","6","12","oz"
98,"8066095605",216,8,5.99,"",17.77,"CORONA EXTRA BEER NR","6","12","oz"
98,"8248812345",216,3,6.29,"",17.29,"BECK'S REG BEER NR B","6","12","oz"
98,"8417330130",216,3,4.29,"",24.24,"BERGHOFF REGULAR BEE","6","12","oz"
98,"8769210012",216,4,5.36,"",16.38,"SAMUEL ADAMS LAGER N","6","12","oz"
98,"1820000016",217,13,3.79,"",21.97,"BUDWEISER BEER","6","12","oz"
98,"1820000784",217,15,3.19,"B",7.3,"O'DOUL'S N/A LONGNEC","6","12","oz"
98,"1820000834",217,13,3.99,"",24.13,"BUDWEISER BEER LONG","6","12","oz"
98,"1820000987",217,4,4.29,"",24.47,"MICHELOB REGULAR BEE","6","12","oz"
98,"3410000354",217,14,3.79,"",21.97,"MILLER LITE BEER","6","12","oz"
98,"3410000554",217,9,3.79,"",21.97,"MILLER GENUINE DRAFT","6","12","oz"
98,"3410001505",217,2,3.99,"",24.31,"MILLER HIGH LIFE LNN","6","12","oz"
98,"3410010505",217,10,3.99,"",24.38,"MILLER SHARP'S N/A L","6","12","oz"
98,"3410015505",217,8,3.99,"",24.31,"MILLER GEN DRFT LT L","6","12","oz"
98,"3410017505",217,12,3.99,"",24.31,"MILLER GEN DRFT LNNR","6","12","oz"
98,"3410017525",217,39,3.2,"",7.5,"MILLER GENUINE DRAFT","6","12","oz"
98,"3410021505",217,2,4.29,"",24.47,"LOWENBRAU BEER NR BT","6","12","oz"
98,"3410057505",217,9,3.99,"",24.31,"MILLER LITE LONGNECK","6","12","oz"
98,"3410057525",217,41,3.19,"B",7.21,"MILLER LITE BEER N.R","6","12","oz"
98,"7289000011",217,4,6.29,"",17.29,"HEINEKEN BEER N.R.BT","6","12","oz"
98,"7336011751",217,16,3.79,"",21.97,"OLD STYLE BEER","6","12","oz"
98,"8066095605",217,8,5.99,"",17.77,"CORONA EXTRA BEER NR","6","12","oz"
98,"8248812345",217,3,6.29,"",17.29,"BECK'S REG BEER NR B","6","12","oz"
98,"8417330130",217,15,3.19,"B",-1.88,"BERGHOFF REGULAR BEE","6","12","oz"
98,"8769210012",217,8,4.69,"B",4.43,"SAMUEL ADAMS LAGER N","6","12","oz"
98,"1820000016",218,12,3.79,"",21.97,"BUDWEISER BEER","6","12","oz"
98,"1820000784",218,10,3.19,"B",7.3,"O'DOUL'S N/A LONGNEC","6","12","oz"
98,"1820000834",218,30,3.24,"",6.57,"BUDWEISER BEER LONG","6","12","oz"
98,"1820000987",218,7,3.49,"B",7.16,"MICHELOB REGULAR BEE","6","12","oz"
98,"3410000354",218,13,3.79,"",21.97,"MILLER LITE BEER","6","12","oz"
98,"3410000554",218,6,3.79,"",21.97,"MILLER GENUINE DRAFT","6","12","oz"
98,"3410001505",218,1,3.99,"",24.31,"MILLER HIGH LIFE LNN","6","12","oz"
98,"3410010505",218,4,3.99,"",24.38,"MILLER SHARP'S N/A L","6","12","oz"
98,"3410015505",218,5,3.99,"",24.31,"MILLER GEN DRFT LT L","6","12","oz"
98,"3410017505",218,14,3.99,"",24.31,"MILLER GEN DRFT LNNR","6","12","oz"
98,"3410017525",218,23,3.19,"B",7.21,"MILLER GENUINE DRAFT","6","12","oz"
98,"3410021505",218,8,4.29,"",24.47,"LOWENBRAU BEER NR BT","6","12","oz"
98,"3410057505",218,12,3.99,"",24.31,"MILLER LITE LONGNECK","6","12","oz"
98,"3410057525",218,48,3.19,"B",7.21,"MILLER LITE BEER N.R","6","12","oz"
98,"7289000011",218,5,6.29,"",17.29,"HEINEKEN BEER N.R.BT","6","12","oz"
98,"7336011751",218,16,3.79,"",21.97,"OLD STYLE BEER","6","12","oz"
98,"8066095605",218,7,5.99,"",17.77,"CORONA EXTRA BEER NR","6","12","oz"
98,"8248812345",218,5,6.29,"",17.29,"BECK'S REG BEER NR B","6","12","oz"
98,"8417330130",218,7,3.19,"B",-1.88,"BERGHOFF REGULAR BEE","6","12","oz"
98,"8769210012",218,11,4.69,"B",4.43,"SAMUEL ADAMS LAGER N","6","12","oz"
98,"1820000016",220,12,3.79,"",21.97,"BUDWEISER BEER","6","12","oz"
98,"1820000784",220,12,3.19,"B",7.3,"O'DOUL'S N/A LONGNEC","6","12","oz"
98,"1820000834",220,15,3.61,"B",16.14,"BUDWEISER BEER LONG","6","12","oz"
98,"1820000987",220,3,4.02,"B",19.4,"MICHELOB REGULAR BEE","6","12","oz"
98,"3410000354",220,12,3.79,"",21.97,"MILLER LITE BEER","6","12","oz"
98,"3410000554",220,7,3.79,"",21.97,"MILLER GENUINE DRAFT","6","12","oz"
98,"3410001505",220,25,2.99,"B",-1,"MILLER HIGH LIFE LNN","6","12","oz"
98,"3410010505",220,7,3.19,"B",5.42,"MILLER SHARP'S N/A L","6","12","oz"
98,"3410015505",220,25,2.99,"B",-1,"MILLER GEN DRFT LT L","6","12","oz"
98,"3410017505",220,65,2.99,"B",-1,"MILLER GEN DRFT LNNR","6","12","oz"
98,"3410017525",220,6,3.89,"",23.9,"MILLER GENUINE DRAFT","6","12","oz"
98,"3410021505",220,7,4.29,"",24.47,"LOWENBRAU BEER NR BT","6","12","oz"
98,"3410057505",220,73,2.99,"B",-1,"MILLER LITE LONGNECK","6","12","oz"
98,"3410057525",220,5,3.89,"",23.9,"MILLER LITE BEER N.R","6","12","oz"
98,"7289000011",220,8,6.29,"",17.29,"HEINEKEN BEER N.R.BT","6","12","oz"
98,"7336011751",220,17,3.79,"",21.97,"OLD STYLE BEER","6","12","oz"
98,"8066095605",220,7,5.99,"",17.77,"CORONA EXTRA BEER NR","6","12","oz"
98,"8248812345",220,18,4.99,"B",-4.24,"BECK'S REG BEER NR B","6","12","oz"
98,"8417330130",220,8,3.32,"",2.1,"BERGHOFF REGULAR BEE","6","12","oz"
98,"8769210012",220,4,5.59,"",19.82,"SAMUEL ADAMS LAGER N","6","12","oz"
98,"1820000016",221,22,3.79,"",21.97,"BUDWEISER BEER","6","12","oz"
98,"1820000784",221,4,3.99,"",25.88,"O'DOUL'S N/A LONGNEC","6","12","oz"
98,"1820000834",221,14,3.99,"",24.13,"BUDWEISER BEER LONG","6","12","oz"
98,"1820000987",221,7,4.29,"",24.47,"MICHELOB REGULAR BEE","6","12","oz"
98,"3410000354",221,22,3.79,"",21.97,"MILLER LITE BEER","6","12","oz"
98,"3410000554",221,18,3.79,"",21.97,"MILLER GENUINE DRAFT","6","12","oz"
98,"3410001505",221,5,3.99,"",24.31,"MILLER HIGH LIFE LNN","6","12","oz"
98,"3410010505",221,3,3.99,"",24.38,"MILLER SHARP'S N/A L","6","12","oz"
98,"3410015505",221,4,3.99,"",24.31,"MILLER GEN DRFT LT L","6","12","oz"
98,"3410017505",221,14,3.84,"B",21.35,"MILLER GEN DRFT LNNR","6","12","oz"
98,"3410017525",221,15,3.89,"",23.9,"MILLER GENUINE DRAFT","6","12","oz"
98,"3410021505",221,11,4.29,"",24.47,"LOWENBRAU BEER NR BT","6","12","oz"
98,"3410057505",221,15,3.99,"",24.31,"MILLER LITE LONGNECK","6","12","oz"
98,"3410057525",221,9,3.89,"",23.9,"MILLER LITE BEER N.R","6","12","oz"
98,"7289000011",221,25,4.99,"B",-4.24,"HEINEKEN BEER N.R.BT","6","12","oz"
98,"7336011751",221,17,3.79,"",21.97,"OLD STYLE BEER","6","12","oz"
98,"8066095605",221,16,4.58,"",-7.53,"CORONA EXTRA BEER NR","6","12","oz"
98,"8248812345",221,3,6.29,"",17.29,"BECK'S REG BEER NR B","6","12","oz"
98,"8417330130",221,5,3.19,"B",-1.88,"BERGHOFF REGULAR BEE","6","12","oz"
98,"8769210012",221,2,5.59,"",19.82,"SAMUEL ADAMS LAGER N","6","12","oz"
98,"1820000016",222,19,3.79,"",21.97,"BUDWEISER BEER","6","12","oz"
98,"1820000784",222,5,3.99,"",25.88,"O'DOUL'S N/A LONGNEC","6","12","oz"
98,"1820000834",222,6,3.99,"",24.13,"BUDWEISER BEER LONG","6","12","oz"
98,"1820000987",222,5,4.29,"",24.47,"MICHELOB REGULAR BEE","6","12","oz"
98,"3410000354",222,20,3.79,"",21.97,"MILLER LITE BEER","6","12","oz"
98,"3410000554",222,12,3.79,"",21.97,"MILLER GENUINE DRAFT","6","12","oz"
98,"3410001505",222,2,3.99,"",24.31,"MILLER HIGH LIFE LNN","6","12","oz"
98,"3410010505",222,4,3.99,"",24.38,"MILLER SHARP'S N/A L","6","12","oz"
98,"3410015505",222,10,3.99,"",24.31,"MILLER GEN DRFT LT L","6","12","oz"
98,"3410017505",222,7,3.99,"",24.31,"MILLER GEN DRFT LNNR","6","12","oz"
98,"3410017525",222,8,3.89,"",23.9,"MILLER GENUINE DRAFT","6","12","oz"
98,"3410021505",222,3,4.29,"",24.47,"LOWENBRAU BEER NR BT","6","12","oz"
98,"3410057505",222,8,3.99,"",24.31,"MILLER LITE LONGNECK","6","12","oz"
98,"3410057525",222,9,3.89,"",23.9,"MILLER LITE BEER N.R","6","12","oz"
98,"7289000011",222,21,4.99,"B",-4.24,"HEINEKEN BEER N.R.BT","6","12","oz"
98,"7336011751",222,10,3.79,"",21.97,"OLD STYLE BEER","6","12","oz"
98,"8066095605",222,14,4.49,"B",-9.68,"CORONA EXTRA BEER NR","6","12","oz"
98,"8248812345",222,6,6.29,"",17.29,"BECK'S REG BEER NR B","6","12","oz"
98,"8417330130",222,1,4.29,"",24.24,"BERGHOFF REGULAR BEE","6","12","oz"
98,"8769210012",222,9,4.69,"B",4.43,"SAMUEL ADAMS LAGER N","6","12","oz"
98,"1820000016",223,15,3.79,"",21.97,"BUDWEISER BEER","6","12","oz"
98,"1820000784",223,12,3.99,"",25.88,"O'DOUL'S N/A LONGNEC","6","12","oz"
98,"1820000834",223,10,3.99,"",24.13,"BUDWEISER BEER LONG","6","12","oz"
98,"1820000987",223,5,4.29,"",24.47,"MICHELOB REGULAR BEE","6","12","oz"
98,"3410000354",223,24,3.79,"",21.97,"MILLER LITE BEER","6","12","oz"
98,"3410000554",223,10,3.79,"",21.97,"MILLER GENUINE DRAFT","6","12","oz"
98,"3410001505",223,2,3.99,"",24.31,"MILLER HIGH LIFE LNN","6","12","oz"
98,"3410010505",223,18,3.99,"",24.38,"MILLER SHARP'S N/A L","6","12","oz"
98,"3410015505",223,6,3.99,"",24.31,"MILLER GEN DRFT LT L","6","12","oz"
98,"3410017505",223,29,3.99,"",24.31,"MILLER GEN DRFT LNNR","6","12","oz"
98,"3410017525",223,12,3.89,"",23.9,"MILLER GENUINE DRAFT","6","12","oz"
98,"3410021505",223,6,4.29,"",24.47,"LOWENBRAU BEER NR BT","6","12","oz"
98,"3410057505",223,8,3.99,"",24.31,"MILLER LITE LONGNECK","6","12","oz"
98,"3410057525",223,10,3.89,"",23.9,"MILLER LITE BEER N.R","6","12","oz"
98,"7289000011",223,2,6.29,"",17.29,"HEINEKEN BEER N.R.BT","6","12","oz"
98,"7336011751",223,7,3.79,"",21.97,"OLD STYLE BEER","6","12","oz"
98,"8066095605",223,11,5.99,"",17.77,"CORONA EXTRA BEER NR","6","12","oz"
98,"8248812345",223,25,4.99,"B",-4.24,"BECK'S REG BEER NR B","6","12","oz"
98,"8769210012",223,16,4.69,"B",4.43,"SAMUEL ADAMS LAGER N","6","12","oz"
98,"1820000016",224,13,3.79,"",21.97,"BUDWEISER BEER","6","12","oz"
98,"1820000784",224,14,3.49,"",15.27,"O'DOUL'S N/A LONGNEC","6","12","oz"
98,"1820000834",224,32,3.99,"",24.13,"BUDWEISER BEER LONG","6","12","oz"
98,"1820000987",224,8,4.29,"",24.47,"MICHELOB REGULAR BEE","6","12","oz"
98,"3410000354",224,16,3.79,"",21.97,"MILLER LITE BEER","6","12","oz"
98,"3410000554",224,8,3.79,"",21.97,"MILLER GENUINE DRAFT","6","12","oz"
98,"3410001505",224,10,3.09,"",2.26,"MILLER HIGH LIFE LNN","6","12","oz"
98,"3410010505",224,11,3.35,"",9.94,"MILLER SHARP'S N/A L","6","12","oz"
98,"3410015505",224,7,3.56,"",15.16,"MILLER GEN DRFT LT L","6","12","oz"
98,"3410017505",224,38,3.27,"",7.64,"MILLER GEN DRFT LNNR","6","12","oz"
98,"3410017525",224,4,3.89,"",23.9,"MILLER GENUINE DRAFT","6","12","oz"
98,"3410021505",224,11,4.29,"",24.47,"LOWENBRAU BEER NR BT","6","12","oz"
98,"3410057505",224,40,3.34,"",9.58,"MILLER LITE LONGNECK","6","12","oz"
98,"3410057525",224,6,3.89,"",23.9,"MILLER LITE BEER N.R","6","12","oz"
98,"7289000011",224,4,6.29,"",17.29,"HEINEKEN BEER N.R.BT","6","12","oz"
98,"7336011751",224,8,3.79,"",21.97,"OLD STYLE BEER","6","12","oz"
98,"8066095605",224,3,5.99,"",17.77,"CORONA EXTRA BEER NR","6","12","oz"
98,"8248812345",224,16,4.99,"B",-4.24,"BECK'S REG BEER NR B","6","12","oz"
98,"8417330130",224,12,3.2,"",-1.56,"BERGHOFF REGULAR BEE","6","12","oz"
98,"8769210012",224,11,4.69,"B",4.43,"SAMUEL ADAMS LAGER N","6","12","oz"
98,"1820000016",225,16,3.79,"",21.97,"BUDWEISER BEER","6","12","oz"
98,"1820000784",225,27,2.99,"B",1.1,"O'DOUL'S N/A LONGNEC","6","12","oz"
98,"1820000834",225,3,3.99,"",24.13,"BUDWEISER BEER LONG","6","12","oz"
98,"1820000987",225,5,4.29,"",24.47,"MICHELOB REGULAR BEE","6","12","oz"
98,"3410000354",225,14,3.79,"",21.97,"MILLER LITE BEER","6","12","oz"
98,"3410000554",225,5,3.79,"",21.97,"MILLER GENUINE DRAFT","6","12","oz"
98,"3410001505",225,25,2.99,"B",-1,"MILLER HIGH LIFE LNN","6","12","oz"
98,"3410010505",225,12,2.99,"B",-0.9,"MILLER SHARP'S N/A L","6","12","oz"
98,"3410015505",225,17,2.99,"B",-1,"MILLER GEN DRFT LT L","6","12","oz"
98,"3410017505",225,39,2.99,"B",-1,"MILLER GEN DRFT LNNR","6","12","oz"
98,"3410017525",225,1,3.89,"",23.9,"MILLER GENUINE DRAFT","6","12","oz"
98,"3410021505",225,8,4.29,"",24.47,"LOWENBRAU BEER NR BT","6","12","oz"
98,"3410057505",225,50,2.99,"B",-1,"MILLER LITE LONGNECK","6","12","oz"
98,"3410057525",225,5,3.89,"",23.9,"MILLER LITE BEER N.R","6","12","oz"
98,"7289000011",225,6,6.29,"",17.29,"HEINEKEN BEER N.R.BT","6","12","oz"
98,"7336011751",225,8,3.79,"",21.97,"OLD STYLE BEER","6","12","oz"
98,"8066095605",225,14,5.99,"",17.77,"CORONA EXTRA BEER NR","6","12","oz"
98,"8248812345",225,11,4.99,"B",-4.24,"BECK'S REG BEER NR B","6","12","oz"
98,"8417330130",225,7,2.99,"B",-8.69,"BERGHOFF REGULAR BEE","6","12","oz"
98,"8769210012",225,7,5.46,"B",17.91,"SAMUEL ADAMS LAGER N","6","12","oz"
98,"1820000016",226,8,3.79,"",21.97,"BUDWEISER BEER","6","12","oz"
98,"1820000784",226,14,2.99,"B",1.1,"O'DOUL'S N/A LONGNEC","6","12","oz"
98,"1820000834",226,12,3.99,"",24.13,"BUDWEISER BEER LONG","6","12","oz"
98,"1820000987",226,4,4.29,"",24.47,"MICHELOB REGULAR BEE","6","12","oz"
98,"3410000354",226,8,3.79,"",21.97,"MILLER LITE BEER","6","12","oz"
98,"3410000554",226,9,3.79,"",21.97,"MILLER GENUINE DRAFT","6","12","oz"
98,"3410001505",226,15,2.99,"B",-1.57,"MILLER HIGH LIFE LNN","6","12","oz"
98,"3410010505",226,9,3.99,"",24.38,"MILLER SHARP'S N/A L","6","12","oz"
98,"3410015505",226,25,2.99,"B",-1,"MILLER GEN DRFT LT L","6","12","oz"
98,"3410017505",226,59,2.99,"B",-1,"MILLER GEN DRFT LNNR","6","12","oz"
98,"3410017525",226,5,3.89,"",23.08,"MILLER GENUINE DRAFT","6","12","oz"
98,"3410021505",226,7,4.29,"",24.47,"LOWENBRAU BEER NR BT","6","12","oz"
98,"3410057505",226,68,2.99,"B",-1,"MILLER LITE LONGNECK","6","12","oz"
