store,week,brand,upc,qty,price,sales_indicator,city,price_tier,zone,zip,address,latitude,longtitude,start_of_week,is_holiday_week,imported
86,128,MILLER GENUINE DRAFT,3410000554,33,3.69,FALSE,Chicago,medium,2,60618,3350 Western Ave,41.9423532,-87.6899901,1992-02-20,TRUE,domestic
86,129,BUDWEISER BEER,1820000016,19,3.69,FALSE,Chicago,medium,2,60618,3350 Western Ave,41.9423532,-87.6899901,1992-02-27,TRUE,domestic
86,129,CORONA EXTRA BEER,8066095605,2,5.99,FALSE,Chicago,medium,2,60618,3350 Western Ave,41.9423532,-87.6899901,1992-02-27,TRUE,imported
86,129,LOWENBRAU BEER,3410021505,39,3.49,FALSE,Chicago,medium,2,60618,3350 Western Ave,41.9423532,-87.6899901,1992-02-27,TRUE,imported
86,129,MILLER GENUINE DRAFT,3410000554,21,3.69,FALSE,Chicago,medium,2,60618,3350 Western Ave,41.9423532,-87.6899901,1992-02-27,TRUE,domestic
86,130,BUDWEISER BEER,1820000016,29,3.69,FALSE,Chicago,medium,2,60618,3350 Western Ave,41.9423532,-87.6899901,1992-03-05,FALSE,domestic
86,130,CORONA EXTRA BEER,8066095605,4,5.99,FALSE,Chicago,medium,2,60618,3350 Western Ave,41.9423532,-87.6899901,1992-03-05,FALSE,imported
86,130,LOWENBRAU BEER,3410021505,54,3.49,FALSE,Chicago,medium,2,60618,3350 Western Ave,41.9423532,-87.6899901,1992-03-05,FALSE,imported
86,130,MILLER GENUINE DRAFT,3410000554,22,3.69,FALSE,Chicago,medium,2,60618,3350 Western Ave,41.9423532,-87.6899901,1992-03-05,FALSE,domestic
86,131,BUDWEISER BEER,1820000016,9,3.69,FALSE,Chicago,medium,2,60618,3350 Western Ave,41.9423532,-87.6899901,1992-03-12,FALSE,domestic
86,131,CORONA EXTRA BEER,8066095605,6,5.99,FALSE,Chicago,medium,2,60618,3350 Western Ave,41.9423532,-87.6899901,1992-03-12,FALSE,imported
86,131,LOWENBRAU BEER,3410021505,17,4.29,FALSE,Chicago,medium,2,60618,3350 Western Ave,41.9423532,-87.6899901,1992-03-12,FALSE,imported
86,131,MILLER GENUINE DRAFT,3410000554,14,3.69,FALSE,Chicago,medium,2,60618,3350 Western Ave,41.9423532,-87.6899901,1992-03-12,FALSE,domestic
