gvkey,conm,price_2019,price_2020,price_2021,price_2022,price_2023,price_2024,eps_2019,eps_2020,eps_2021,eps_2022,eps_2023,eps_2024
336459,AEROMETREX LIMITED,NA,1.145,0.7,0.42,0.32,0.3175,NA,-0.0037,-0.0437,-0.0172,-0.0449,-0.0493
258443,AF LEGAL GROUP LTD,0.175,0.26,0.445,0.225,0.21,0.125,NA,NA,NA,NA,NA,NA
296484,AFFINITY ENERGY & HEALTH LTD,0.009,NA,NA,NA,NA,NA,-0.0055,NA,NA,NA,NA,NA
331013,AFRICAN GOLD LTD,0.05,0.27,0.2,0.065,0.035,NA,-0.019,-0.012,-0.0269,-0.0164,-0.0108,NA
237812,AFT CORP LTD,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
321601,AFTERPAY LTD,35.87,79.99,121.32,NA,NA,NA,-0.1848,-0.0763,-0.549,NA,NA,NA
100251,AGL ENERGY,19.16,13.62,5.78,6.84,10.73,11.83,1.3799,1.5843,-3.3031,1.3163,-1.8789,1.0569
286427,AGRIMIN LTD,0.565,0.58,0.475,0.365,0.195,0.16,-0.0106,-0.0098,-0.0246,-0.0048,-2e-4,-0.0173
288405,AGUIA RESOURCES LTD,0.2,0.04,0.046,0.051,0.016,0.041,-0.0227,-0.0129,-0.0377,-0.005,-0.0054,-0.0106
339555,AI-MEDIA TECHNOLOGIES LTD,NA,1.15,0.925,0.355,0.3,0.755,NA,NA,-0.0752,-0.0236,-0.0193,-0.0064
325936,AIC MINES LTD,0.23,0.29,0.62,0.49,0.32,0.38,NA,NA,NA,NA,NA,NA
250468,AINSWORTH GAME TECHNOLOGY,0.775,0.33,1.24,0.87,1.215,NA,0.0325,-0.129,-0.1586,0.0349,-0.0194,NA
102234,AIR NEW ZEALAND LTD,2.8,1.37,1.63,0.715,0.73,0.53,0.2404,-0.4043,-0.2573,-0.4079,0.1223,0.0433
346695,AIRTASKER LIMITED,NA,NA,0.97,0.33,0.195,0.3,NA,NA,-0.0299,-0.0488,-0.0288,-0.0064
245996,AJ LUCAS GROUP LTD,0.105,0.03,0.038,0.11,0.013,0.009,-0.0342,-0.0087,0.0028,-0.0095,-0.1145,-5e-4
344091,AKORA RESOURCES LIMITED,NA,0.48,0.39,0.17,0.17,NA,NA,-0.0376,-0.0177,-0.0218,-0.0185,NA
284712,ALARA RESOURCES LTD,0.018,0.016,0.018,0.039,0.036,0.035,-7e-4,4e-4,-0.0024,-0.0019,-0.0027,-0.0081
347378,ALBION RESOURCES LIMITED,NA,NA,0.24,0.08,0.07,0.046,NA,NA,-0.0198,-0.0486,-0.0141,-0.01
259618,ALCHEMIA LTD - OLD,0.011,NA,NA,NA,NA,NA,-0.0016,NA,NA,NA,NA,NA
287470,ALCHEMY RESOURCES LTD,0.012,0.018,0.013,0.027,0.0115,0.008,-0.0236,-7e-4,-8e-4,-9e-4,-6e-4,-0.0013
298205,ALCIDION GROUP LTD,0.28,0.14,0.355,0.1275,0.11,0.062,-1e-4,-0.0033,-0.0022,-0.0038,-0.0029,-0.0064
324606,ALDERAN RESOURCES,0.047,0.13,0.045,0.008,0.01,0.004,-0.0326,-0.0092,-0.0073,-0.0263,-0.0043,-0.0069
327831,ALDORO RESOURCES LTD,0.18,0.1,0.455,0.225,0.09,0.079,-0.0132,-0.04,-0.0388,-0.0253,-0.0404,-0.0133
246008,ALEXIUM INTERNATIONAL GROUP,0.13,0.062,0.071,0.021,0.016,0.011,-0.0201,-0.0126,-0.0023,-0.0052,-0.0046,-0.0035
361981,ALFABS AUSTRALIA LIMITED,NA,NA,NA,NA,NA,0.26,NA,NA,NA,NA,NA,NA
271277,ALGORAE PHARMACEUTICALS LTD,0.022,0.015,0.01,0.013,0.015,0.007,-0.0056,-0.0017,-0.0026,-0.0022,-0.0016,-0.0013
313843,ALICANTO MINERALS LTD,0.075,0.17,0.1125,0.042,0.045,0.027,-0.0287,-0.0078,-0.0242,-0.0264,-0.0157,-0.009
271301,ALICE QUEEN LTD,0.038,0.039,0.01,0.0025,0.014,0.009,-0.0028,-0.0019,-0.0017,-0.0053,-0.0076,-0.0043
253432,ALITA RESOURCES LTD,NA,NA,NA,NA,NA,NA,-0.0501,NA,NA,NA,NA,NA
212413,ALKANE RESOURCES LTD,0.73,1.41,0.85,0.685,0.61,0.45,0.046,0.0244,0.0564,0.118,0.071,0.0293
313546,ALLEGIANCE COAL LTD,0.145,0.07,0.635,0.086,NA,NA,-0.0029,-0.016,-0.0887,-0.2647,NA,NA
287595,ALLEGRA MEDICAL TECHNOLOGIES,0.115,0.15,0.23,0.093,0.061,NA,-0.0084,-0.0117,-0.0055,-0.0243,-0.02,NA
311355,ALLIANCE AVIATION SERVICES,2.3,3.51,4.26,3.1,3.25,3.1,0.1825,0.1752,0.21,-0.0324,0.2268,0.3761
253496,ALLIANCE NICKEL LIMITED,0.06,0.047,0.06,0.105,0.066,0.042,-6e-4,-5e-4,-3e-4,-5e-4,-0.006,-0.0023
212415,ALLIANCE RESOURCES LTD,0.14,0.22,0.165,NA,NA,NA,-0.0116,-0.0113,-0.0072,NA,NA,NA
296793,ALLIGATOR ENERGY LTD,0.0035,0.005,0.068,0.056,0.054,0.05,-0.0069,-7e-4,-5e-4,-7e-4,-9e-4,-9e-4
287496,ALLKEM LIMITED,2.6,2.48,8.69,13.85,11.76,NA,0.209,-0.1964,-0.1802,0.5159,0.6982,NA
351025,ALLOGGIO GROUP LIMITED,NA,NA,NA,0.17,NA,NA,NA,NA,NA,0.0125,NA,NA
286933,ALPHA HPA LTD,0.18,0.245,0.505,0.43,0.775,1.105,-0.018,-0.015,-0.0234,-0.0093,-0.0187,-0.0271
201015,ALS LTD,6.56,13.04,10.68,11.16,14.01,NA,0.158,0.3578,0.3945,0.5688,0.0267,NA
321095,ALT RESOURCES LTD,0.022,0.049,NA,NA,NA,NA,-0.011,-0.0035,NA,NA,NA,NA
043757,ALTA GLOBAL GROUP LTD,NA,NA,NA,NA,NA,1.9108,NA,NA,NA,-0.75,-1.34,-0.93
313561,ALTAIR MINERALS LIMITED,0.007,0.017,0.018,0.007,0.003,0.004,-0.0018,-0.0019,-0.0012,-0.002,-0.0021,-0.0011
293641,ALTAMIN LIMITED,0.005,0.005,0.081,0.083,0.065,0.03,-0.0022,-0.0018,-0.0221,-0.0174,-0.0072,-0.0089
293850,ALTECH BATTERIES LIMITED,0.125,0.06,0.064,0.093,0.069,0.038,-0.0105,-0.0044,0.0023,-0.0053,-0.0553,-0.0218
249507,ALTERITY THERAPEUTICS LTD,0.029,0.05,0.03,0.013,0.007,0.003,-0.02,-0.015,-0.009,-0.0053,-0.0057,-0.0052
290339,ALTERRA LTD,0.033,0.059,0.029,0.011,0.006,NA,-0.0122,-0.0099,-0.0104,-0.0036,-0.0032,NA
328296,ALTHEA GROUP HOLDINGS LTD,0.735,0.495,0.23,0.078,0.031,0.039,-0.0511,-0.0642,-0.0605,-0.0399,-0.0391,-0.0853
241406,ALTIUM LTD,33.35,35.92,35.52,34.43,43.21,NA,0.4057,0.236,0.2689,0.4223,0.5041,NA
315808,ALTO METALS LTD,0.04,0.088,0.077,0.065,0.046,0.064,-0.0055,-0.0048,-0.0046,-0.0047,-0.0044,-0.0027
016560,ALUMINA LTD,1.46,1.74,2.01,1.46,1.42,NA,0.0743,0.0508,0.0647,0.0358,-0.0517,NA
349977,ALVO MINERALS LTD,NA,NA,0.35,0.15,0.14,NA,NA,NA,-0.0548,-0.0822,-0.0684,NA
278786,AMA GROUP LTD,1.215,0.635,0.445,0.23,0.042,0.057,0.04,-0.0977,-0.1478,-0.151,-0.1346,-0.0019
335486,AMAERO INTERNATIONAL LTD,NA,0.55,0.425,0.11,0.215,0.4,NA,-0.0405,-0.037,-0.0417,-0.0362,-0.039
281815,AMANI GOLD LTD,0.0035,0.002,0.001,0.0015,0.001,0.001,-0.0078,-6e-4,-4e-4,-2e-4,-1e-4,-2e-4
320103,AMAYSIM AUSTRALIA LTD,0.3,0.62,NA,NA,NA,NA,-0.0277,0.0022,NA,NA,NA,NA
272783,AMBERTECH LTD,0.1,0.1,0.315,0.3,0.21,0.19,-0.0436,0.0141,0.0665,0.042,0.0207,0.0144
247372,AMBITION GROUP LTD,0.05,NA,NA,NA,NA,NA,-0.0131,NA,NA,NA,NA,NA
100243,AMCOR PLC,8.5,8.85,9.65,10.5,8.3,9.908,NA,NA,NA,NA,NA,NA
296881,AMERICAN RARE EARTHS LTD,0.026,0.035,0.195,0.21,0.15,0.2925,-0.0092,0.0047,-8e-4,-0.0055,-0.0111,-0.0135
351210,AMERICAN WEST METALS LIMITED,NA,NA,NA,0.155,0.14,0.11,NA,NA,NA,-0.1283,-0.0557,-0.0377
337597,AML3D LIMITED,NA,0.51,0.15,0.095,0.085,0.155,NA,-0.0381,-0.0381,-0.0325,-0.0268,-0.0167
101568,AMOTIV LIMITED,10.06,11.38,10.27,7.41,11.77,10.45,0.6886,0.5039,0.6704,0.2289,0.6999,0.7084
316964,AMPLIA THERAPEUTICS LTD,0.125,0.23,0.096,0.076,0.062,NA,-0.0458,-0.0241,-0.025,-0.0322,-0.0232,NA
253322,AMPLITUDE ENERGY LIMITED,0.58,0.35,0.27,0.255,0.12,0.185,-0.0075,-0.053,-0.0184,-0.0064,-0.0261,-0.0433
102903,AMPOL LTD,22.32,24.55,30.64,30.49,39.79,NA,1.5129,-1.9419,2.3421,3.0529,2.3042,NA
274741,ANAGENICS LIMITED,0.235,0.115,0.061,0.035,0.023,0.008,-0.078,-0.0504,-0.0269,-0.0174,-0.0066,-0.0183
247375,ANALYTICA LTD,0.004,0.003,0.002,0.001,NA,NA,-6e-4,-5e-4,-4e-4,-5e-4,NA,NA
319299,ANATARA LIFESCIENCES LTD,0.23,0.21,0.145,0.059,0.028,0.07,-0.058,-0.0677,-0.0318,-0.0356,-0.0207,-0.0097
271287,ANAX METALS LTD,0.012,0.022,0.099,0.056,0.036,0.022,-0.0251,0.0085,9e-4,0.004,-0.007,-0.0056
351130,ANDEAN MINING LIMITED,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0266,NA,NA
350169,ANDEAN SILVER LIMITED,NA,NA,0.255,0.165,0.27,1.24,NA,NA,NA,-0.0231,-0.0433,-0.1498
247360,ANDROMEDA METALS LTD,0.061,0.16,0.155,0.044,0.021,0.007,-0.001,-0.0024,-0.0033,-0.0033,-0.003,-0.0023
326521,ANGEL SEAFOOD H,0.205,0.17,0.195,NA,NA,NA,0.0024,0.0019,0.0028,NA,NA,NA
019824,ANGLOGOLD ASHANTI PLC,319.11,321.84,350.5,431.4,422.69,NA,NA,NA,NA,NA,NA,NA
284651,ANIMOCA BRANDS CORP LTD,0.18,NA,NA,NA,NA,NA,-0.0299,NA,NA,NA,NA,NA
345765,ANSARADA GROUP LTD,NA,NA,1.535,1.59,1.415,2.49,NA,NA,0.0106,-0.0968,-0.0565,-0.013
014242,ANSELL LTD,27.41,37.1,34.2,25.19,22.13,31.81,0.8256,1.218,1.9213,1.2516,1.1742,0.5944
311802,ANSILA ENERGY NL,0.021,0.036,NA,NA,NA,NA,0.0068,-0.0199,NA,NA,NA,NA
295007,ANSON RESOURCES LTD,0.039,0.026,0.09,0.295,0.14,0.077,-0.0125,-0.006,-0.0054,-0.0068,-0.0109,-0.0077
247996,ANTEOTECH LTD,0.014,0.08,0.265,0.047,0.026,0.021,-0.0028,-0.002,-0.0034,-0.0054,-0.0063,-0.004
271295,ANTERIS TECHNOLOGIES LTD,4.47,12.24,17,19,23.48,NA,-0.0099,-2.5833,-3.0893,-3.3181,-4.3146,NA
275548,ANTILLES GOLD LTD,0.021,0.1,0.069,0.037,0.02,NA,0.0246,0.0191,-0.016,-0.021,-0.0069,NA
297281,ANTIPA MINERALS LTD,0.016,0.049,0.047,0.026,0.013,0.024,-0.0014,-9e-4,-0.0014,-0.0019,-9e-4,-6e-4
015889,ANZ GROUP HOLDINGS LIMITED,24.63,22.7,27.51,23.66,25.92,NA,1.5,0.93,1.58,1.62,1.53,1.51
345624,AOBO ENVIRONMENTAL TECHNOLOG,NA,NA,NA,NA,NA,NA,NA,-3e-4,-0.0229,-0.0066,NA,NA
242536,APA GROUP,11.46,10.33,8.72,9.59,8.3,7.76,0.2441,0.2688,-0.0332,0.1954,0.2229,0.7731
320967,APIAM ANIMAL HEALTH LTD,0.48,0.615,0.98,0.795,0.34,0.42,0.0301,0.0369,0.0422,0.0342,0.013,0.0276
351224,APM HUMAN SERVICES INTL LTD,NA,NA,NA,3.38,1.845,1.445,NA,NA,NA,0.0715,0.1171,-0.2407
273231,APOLLO CONSOLIDATED LTD,0.25,0.315,0.37,NA,NA,NA,-0.003,-0.0032,-0.0012,NA,NA,NA
287178,APOLLO MINERALS LTD,0.03,0.032,0.096,0.053,0.027,0.025,-0.0529,-0.0056,-0.0034,-0.004,-0.0081,-0.0047
322763,APOLLO TOURISM & LEISURE LTD,0.47,0.265,0.58,0.725,NA,NA,0.0254,-0.3289,-0.0959,-0.025,NA,NA
318978,APPEN LTD,19.69,15.83,6.92,2.82,0.585,NA,0.3528,0.4154,0.2319,-1.9378,-0.831,NA
349769,AQUIRIAN LIMITED,NA,NA,0.19,0.33,0.18,0.19,NA,NA,NA,0.0072,0.0068,-0.0081
313564,AQUIS ENTERTAINMENT LTD,0.016,0.25,0.175,0.145,NA,NA,-0.0214,0.0043,0.0012,0.0131,NA,NA
259060,ARAFURA RARE EARTHS LIMITED,0.081,0.076,0.225,0.325,0.26,0.175,-0.0086,-0.0046,-0.0055,-0.0233,-0.0505,-0.0456
211528,ARB CORP,19.05,27.65,48.94,27.77,31.28,47.5,0.7186,0.718,1.3996,1.494,1.0792,1.2491
285927,ARCHER MATERIALS LTD,0.155,0.51,1.735,0.785,0.475,0.225,-0.0091,-0.0136,-0.0125,-0.0581,-0.0361,-0.0188
327944,ARCHTIS LTD,0.135,0.41,0.35,0.155,0.11,0.0695,-0.0328,-0.0294,-0.0149,-0.0376,-0.0299,-0.0149
322600,ARDEA RESOURCES LTD,0.535,0.45,0.44,0.89,0.6,0.405,-0.0141,-0.0182,-0.0184,-0.0359,-0.0248,-0.0386
274454,ARDIDEN LTD,0.003,0.025,0.013,0.0075,0.006,0.135,-7e-4,-6e-4,-6e-4,0.0012,0.0059,-0.1631
348566,ARGENICA THERAPEUTICS LTD,NA,NA,0.4,0.45,0.375,0.715,NA,NA,-0.0291,-0.0553,-0.055,-0.0528
282091,ARGENT BIOPHARMA LIMITED,0.039,0.023,0.061,0.015,0.002,0.35,-0.0015,-0.0136,-0.0081,-0.0079,-0.0071,-0.4737
290315,ARGENT MINERALS,0.019,0.051,0.026,0.019,0.011,0.018,-0.0072,-0.0036,-0.0025,-0.0015,-0.0036,-0.0016
281762,ARGO EXPLORATION LTD,0.012,0.014,NA,NA,NA,NA,4e-4,-0.0063,0.015,0.0232,-0.0363,NA
105420,ARGOSY MINERALS LTD,0.032,0.091,0.47,0.44,0.135,NA,-0.0024,-0.003,0.0016,-1e-4,-0.0076,NA
274926,ARIKA RESOURCES LIMITED,0.0055,0.023,0.01,0.004,0.002,0.028,-0.0074,-0.0017,-8e-4,-0.0021,-0.001,-2e-4
212628,ARISTOCRAT LEISURE LTD,33.67,31,43.57,30.52,40.82,NA,1.0964,2.1604,1.2865,1.4287,2.2249,2.0479
221178,ARIZONA LITHIUM LIMITED,0.015,0.014,0.045,0.078,0.015,0.015,-0.0236,-0.004,-0.0024,-0.0048,-0.0058,-0.0065
297614,ARK MINES LTD,0.034,0.034,0.034,0.26,0.175,0.185,-0.0314,-0.0469,0.1317,-0.0983,-0.0223,-0.0217
312461,ARMOUR ENERGY LTD,0.056,0.02,0.0245,0.007,0.12,NA,-0.024,-0.0167,-0.0097,-0.0059,-0.0086,NA
210232,ARN MEDIA LIMITED,1.14,1.74,1.915,1.13,NA,NA,-0.0501,-0.152,0.0536,-0.5691,NA,NA
339154,AROA BIOSURGERY LTD,NA,1.12,0.66,0.925,0.5975,NA,NA,-0.0639,-0.0245,-0.0012,-0.0309,NA
253353,AROVELLA THERAPEUTICS LTD,0.0045,0.043,0.047,0.035,0.068,0.155,-0.0032,-0.0698,-0.0153,-0.0157,-0.0143,-0.0093
274466,ARROW MINERALS LTD,0.009,0.007,0.006,0.005,0.005,NA,-0.0126,-0.0086,-0.002,-0.0019,-3e-4,NA
283014,ARTEMIS RESOURCES LTD,0.038,0.105,0.082,0.049,0.028,0.013,-0.0144,-0.0135,-0.0093,-0.0058,-0.0117,-0.01
321653,ARTICORE GROUP LIMITED,1.48,4.14,4.43,0.63,0.465,0.395,-0.1163,-0.0338,0.1157,-0.0896,-0.1959,-0.0314
350957,ARTRYA LIMITED,NA,NA,NA,0.64,0.21,0.26,NA,NA,NA,-0.2592,-0.1421,-0.178
295125,ARUMA  RESOURCES LTD,0.005,0.01,0.091,0.056,0.036,0.016,-0.0029,-4e-4,-0.0167,-0.0244,-0.0192,-0.0057
208001,ASARA RESOURCES LIMITED,0.0145,0.017,0.006,0.042,0.026,0.015,-0.0127,-0.0056,-0.0021,-0.0094,-0.0186,-0.0019
284805,ASCIANO LTD,NA,NA,NA,NA,NA,NA,0.2408,0.1556,0.2035,0.108,0.0582,-1e-4
318223,ASHLEY SERVICES GROUP LTD,0.345,0.33,0.46,0.68,0.505,0.185,0.0377,0.0324,0.0636,0.0786,0.075,0.0094
284449,ASIAN AMERICAN MEDICAL GROUP,0.055,0.035,0.038,0.038,NA,NA,-0.006,-0.0076,-0.0158,-0.0021,NA,NA
348989,ASKARI METALS LTD,NA,NA,0.21,0.31,0.185,0.022,NA,NA,NA,-0.0487,-0.1044,-0.0629
253505,ASPERMONT LTD,0.009,0.008,0.023,0.018,0.009,NA,-0.0036,-5e-4,0,-2e-4,-7e-4,NA
282583,ASPIRE MINING LTD,0.013,0.074,0.08,0.1,0.09,NA,-0.002,-0.0126,-0.0102,8e-4,-7e-4,NA
210248,ASRA MINERALS LIMITED,0.008,0.046,0.027,0.0115,0.005,NA,-0.0074,-0.0038,-0.0037,-0.0038,NA,NA
316763,ASSET VISION CO LIMITED,0.061,0.04,0.041,0.031,0.009,0.028,-0.1768,0.0112,-0.0164,-0.0243,-0.0123,-1e-4
298137,ASSETOWL LTD,0.009,0.007,0.005,0.0015,0.001,0.001,-0.0182,-0.0035,-0.003,-0.0022,-0.0023,-3e-4
271332,ASSOCIATE GLOBAL PARTNERS,0.465,0.45,0.85,0.44,0.21,0.14,-0.1095,-0.0246,-0.0169,-0.0134,-0.0411,-0.0149
293575,ASTIVITALTD,0.68,0.82,0.75,NA,NA,NA,-0.0422,-0.3837,-0.0016,NA,NA,NA
298142,ASTON MINERALS LIMITED,0.033,0.039,0.12,0.084,0.03,0.014,-0.0094,-0.0021,-0.0304,-0.025,-0.0229,-0.0046
212418,ASTRAL RESOURCES NL,0.11,0.16,0.08,0.078,0.084,0.12,-0.002,-0.0067,-0.0066,-0.0039,-0.0057,-0.0032
024433,ASTUTE METALS NL,0.002,0.007,0.004,0.004,0.037,0.027,-7e-4,-6e-4,-4e-4,-3e-4,-0.0119,-0.0101
281755,ATHENA RESOURCES LTD,0.02,0.02,0.02,0.009,0.006,0.006,-0.0018,-0.0011,0,-7e-4,-7e-4,-7e-4
319228,ATLANTIC LITHIUM LIMITED,0.1425,0.1525,0.2,0.388,0.252,0.1314,-0.0239,-0.0199,-0.0112,-0.0613,-0.0203,-0.0203
293796,ATLAS ARTERIA LTD,5.51,5.95,6.55,6.29,5.33,NA,0.0245,-0.0175,0.191,0.2462,0.223,NA
211531,ATLAS PEARLS LTD,0.007,0.008,0.03,0.033,0.078,0.125,-0.0084,-0.019,0.0158,0.0108,0.0214,0.0737
338241,ATOMO DIAGNOSTICS LTD,NA,0.375,0.355,0.059,0.026,0.021,NA,-0.0259,-0.0107,-0.01,-0.0174,-0.0108
329929,ATOMOS LIMITED,1.63,0.65,1.545,0.165,0.065,0.041,-0.015,-0.1232,0.0193,-0.0468,-0.1812,-0.061
313355,ATRUM COAL LTD,0.185,0.056,0.013,0.005,0.005,NA,-0.0515,-0.0478,-0.0184,-0.0099,-0.0043,NA
351434,ATTURRA LIMITED,NA,NA,NA,0.785,0.855,1.02,NA,NA,NA,0.0412,0.0471,0.0359
274487,AUB GROUP LTD,11.68,16.6,24.05,18.97,29.14,30.78,0.6949,0.641,0.9509,1.056,0.6536,1.2566
222761,AUCKLAND INTL AIRPORT LTD,9.15,7.285,7.82,7.2,7.91,7.47,0.434,0.1516,0.3154,0.1302,0.0293,0.0037
298637,AUCTUS INVESTMENT GROUP LTD,0.22,0.435,1.25,1.025,0.72,0.55,-0.12,-0.0853,0.0305,-0.0274,-0.0039,0.0265
344092,AUCYBER LIMITED,NA,NA,0.665,0.175,0.105,0.255,NA,NA,-0.1338,-0.1138,-0.1251,-0.351
298262,AUDALIA RESOURCES LTD,0.005,0.012,0.01,0.012,0.012,0.018,-0.0013,-0.0011,-9e-4,-0.0012,-0.0013,-0.0014
347506,AUDEARA LIMITED,NA,NA,0.12,0.09,0.038,0.056,NA,NA,-0.0191,-0.028,-0.0288,-0.0111
324873,AUDINATE GROUP LTD,7.6,5.78,10,7.23,13.53,9.78,0.0108,-0.0617,-0.0456,-0.058,0.1375,0.125
271605,AUDIO PIXELS HOLDINGS LTD,9.1,28.4,18.6,9,6.2,NA,-0.2202,-0.425,-0.1153,-0.0846,-0.5015,NA
356885,AUGUSTUS MINERALS LTD,NA,NA,NA,NA,0.19,0.045,NA,NA,NA,NA,NA,NA
287096,AUKING MINING LTD,0.002,0.002,0.185,0.064,0.022,NA,-0.0012,-0.0015,-0.0469,-0.0244,-0.064,NA
310593,AUMAKE LIMITED,0.125,0.078,0.024,0.005,0.004,0.008,-0.0279,-0.017,-0.0375,-0.0088,-0.0033,-0.0036
323769,AUMEGA METALS LTD,0.26,0.445,0.38,0.099,0.05,NA,-0.0585,-0.0235,-0.0214,-0.0235,-0.0129,NA
277902,AURA ENERGY LTD,0.01,0.004,0.21,0.31,0.34,0.17,-0.0026,-0.002,-0.0134,-0.0083,-0.0119,-0.0101
284527,AURELIA METALS LTD,0.455,0.5,0.3,0.2,0.089,0.175,0.0416,0.0337,0.0397,-0.0661,-0.0416,-0.0034
345649,AURIC MINING LIMITED,NA,NA,0.09,0.05,0.185,NA,NA,NA,-0.0132,-0.011,0.01,NA
244396,AURIS MINERALS LTD,0.013,0.115,0.049,0.017,0.008,0.005,-0.0045,-0.001,-0.0051,-0.0033,-0.0103,-0.0093
295910,AURIZON HOLDINGS LTD,5.9,4.25,3.79,3.45,3.49,3.53,0.2378,0.3098,0.3247,0.2787,0.176,0.2206
352942,AURORA ENERGY METALS LIMITED,NA,NA,NA,0.235,0.16,0.053,NA,NA,NA,-0.0184,-0.039,-0.0132
322120,AURORA LABS LTD,0.255,0.09,0.155,0.035,0.021,0.075,-0.1002,-0.0785,-0.0305,-0.0183,-0.0144,-0.0099
350754,AURUM RESOURCES LTD,NA,NA,NA,0.145,0.11,0.48,NA,NA,NA,-0.1125,-0.0402,-0.0371
343912,AURUMIN LTD,NA,NA,0.185,0.105,0.027,0.047,NA,NA,-0.0723,-0.0553,-0.0346,-0.0086
247361,AUSCANN GROUP HOLDINGS LTD,0.35,0.15,0.094,0.04,0.04,NA,-0.0248,-0.0223,-0.03,-0.0566,-0.0243,NA
293577,AUSGOLD LTD,0.02,0.038,0.036,0.042,0.032,0.475,-0.0026,-0.0019,-0.0026,-0.0015,-0.0025,-0.0036
291797,AUSMON RESOURCES LTD,0.003,0.007,0.007,0.008,0.0035,0.003,-7e-4,-0.0018,-8e-4,-4e-4,-5e-4,-3e-4
274820,AUSNET SERVICES,1.67,1.75,NA,NA,NA,NA,0.0788,0.0804,NA,NA,NA,NA
259261,AUSQUEST LTD,0.016,0.03,0.019,0.019,0.013,0.011,-5e-4,-0.0016,-0.0019,-0.0018,4e-4,3e-4
340137,AUSSIE BROADBAND LTD,NA,NA,4.89,2.28,4.11,3.85,NA,NA,-0.0313,0.0239,0.0914,0.0974
232041,AUSTAL LTD,4.34,3.28,1.88,2.28,1.88,2.91,0.1756,0.2498,0.2255,0.2202,-0.038,0.041
281589,AUSTAR GOLD LTD,0.003,0.4,NA,NA,NA,NA,-0.0045,-0.0444,NA,NA,NA,NA
256540,AUSTCHINA HOLDINGS LTD,0.007,0.004,0.007,0.006,0.004,0.002,-0.0012,-3e-4,-7e-4,-2e-4,-6e-4,-7e-4
271176,AUSTCO HEALTHCARE LTD,0.081,0.1,0.14,0.12,0.19,0.255,0.0027,0.0096,0.012,0.0082,0.0078,0.0233
272233,AUSTIN ENGINEERING LTD,0.19,0.15,0.24,0.325,0.265,0.535,0.0027,0.0078,0.0043,0.0355,0.0122,0.0507
298267,AUSTIN METALS LTD,0.01,0.015,0.042,0.008,0.007,0.004,-0.0056,-0.0017,-0.002,-8e-4,-6e-4,-6e-4
248130,AUSTPAC RESOURCES NL,0.002,0.002,0.002,0.002,NA,NA,-4e-4,-1e-4,-1e-4,-3e-4,NA,NA
248795,AUSTRAL GOLD LTD,0.125,0.175,0.076,0.041,0.026,NA,0.0097,0.0136,-0.0122,-0.0135,-0.0118,NA
350398,AUSTRAL RESOURCES LTD,NA,NA,0.175,0.27,0.16,NA,NA,NA,-0.0263,-0.0662,0.0179,NA
347377,AUSTRALASIAN METALS LIMITED,NA,NA,0.43,0.28,0.2,0.11,NA,NA,-0.0595,-0.0198,-0.0048,-0.0064
300787,AUSTRALIA UNITED MINING LTD,0.001,0.004,0.009,0.004,0.003,0.002,1e-4,-1e-4,3e-4,3e-4,-1e-4,-9e-4
325303,AUSTRALIAN ADVENTURE TOURISM,0.13,0.1,0.05,0.055,0.055,0.06,-0.0049,-0.0318,0.0035,0.0653,0.0152,0.0167
249874,AUSTRALIAN AGRICULTRL CO LTD,1.03,1.37,2.16,1.46,1.455,NA,0.0525,0.0762,0.2294,0.0077,-0.1584,NA
259658,AUSTRALIAN AGRICULTURAL PROJ,0.016,0.015,0.032,0.023,0.02,0.036,-0.0022,-0.0088,0.0032,-8e-4,0.0018,0.0037
347733,AUSTRALIAN CLINICAL LABS LTD,NA,NA,4.52,3.53,2.85,3.67,NA,NA,0.3969,0.8855,0.179,0.1203
357437,AUSTRALIAN CRITICAL MINE LTD,NA,NA,NA,NA,0.255,0.08,NA,NA,NA,NA,NA,-0.0625
278229,AUSTRALIAN DAIRY NUTRITIONAL,0.13,0.063,0.054,0.068,0.018,0.018,-0.0125,-0.0207,-0.015,-0.0105,-0.0122,-0.0113
346152,AUSTRALIAN GOLD AND COPPER,NA,NA,0.135,0.068,0.065,0.245,NA,NA,-0.0408,-0.0058,-0.0166,-0.0039
253361,AUSTRALIAN MINES LTD,0.025,0.013,0.023,0.069,0.013,0.007,-0.0035,-0.001,-0.0012,-0.0135,-0.0079,-0.0039
274255,AUSTRALIAN OIL CO LTD,0.009,0.08,0.03,0.01,0.011,NA,-0.0049,-0.0063,-0.023,-0.0067,9e-4,NA
253431,AUSTRALIAN PACIFIC COAL LTD,0.13,0.11,0.15,0.4,0.12,0.17,-0.265,-0.2555,-0.4694,-0.2277,-0.0523,-0.0274
229876,AUSTRALIAN PHARM INDS LTD,1.31,1.205,1.5,NA,NA,NA,0.1119,-0.017,0.0028,NA,NA,NA
315788,AUSTRALIAN POTASH LTD,0.105,0.155,0.095,0.033,0.004,0.001,4e-4,-0.002,-0.007,-0.0075,-0.0444,3e-4
348777,AUSTRALIAN RARE EARTHS LTD,NA,NA,1.01,0.33,0.22,0.12,NA,NA,NA,-0.048,-0.0181,-0.0223
286872,AUSTRALIAN SILICA QUARTZ GRP,0.038,0.083,0.085,0.065,0.05,0.022,-0.0061,-0.0039,-0.0047,-0.0065,-0.008,-9e-4
